 	se	vieni	a	casa	ogni	sabato	</S>
a23	0.062271737	0.032254558	0.026003767	0.028373482	0.07933504	0.16605543	0.60570604
a31	0.347729	0.2911738	0.09517313	0.0123684425	0.040431414	0.017672848	0.19545138
a11	0.900208	0.0050816783	0.091196276	0.00035601977	0.0024560913	0.00034021086	0.00036173663
a21	0.035641637	0.014207378	0.13190424	0.43674067	0.24874672	0.12601964	0.006739715
a31	0.086766176	0.050486226	0.5055795	0.1472554	0.17250052	0.022791263	0.014620946
a20	0.29138717	0.19182876	0.36008975	0.0448243	0.100655384	0.009169712	0.0020449802
a31	0.1145769	0.096676104	0.36675763	0.10044464	0.2441891	0.051871598	0.025483966
a10	0.19892216	0.07806369	0.22685839	0.12700458	0.31309533	0.053319655	0.0027362076
a31	0.15484147	0.25669175	0.18958189	0.039201837	0.14531036	0.07135799	0.1430147
a21	0.083911	0.08309682	0.14089082	0.0660565	0.32800832	0.24464354	0.053392958
a11	0.7601371	0.12206499	0.053561002	0.014514022	0.023942541	0.012791661	0.01298864
a3	0.41413802	0.05426468	0.18443173	0.08431299	0.10612296	0.057669226	0.099060394
a33	0.14152412	0.06122775	0.27250522	0.12414149	0.14407644	0.06826086	0.1882641
</S>	0.11334168	0.079901434	0.18890435	0.10348991	0.11768351	0.08247851	0.3142006
