 	questo	muro	vuole	uno	specchio	</S>
a31	0.26251686	0.0927205	0.04039826	0.03203021	0.20748104	0.36485317
a24	0.98042345	0.0037758697	0.0026542149	0.0010006853	0.0014769606	0.0106687145
a31	0.12756309	0.07910981	0.428226	0.12545416	0.22246464	0.01718231
a41	0.5899082	0.015722819	0.17867135	0.06526406	0.14607912	0.004354471
a39	0.57697046	0.05162431	0.16260082	0.05718215	0.109442614	0.042179607
a43	0.84544975	0.034536954	0.031162761	0.018216921	0.024957208	0.045676515
a24	0.81205505	0.019963287	0.018100768	0.015585531	0.019886632	0.11440868
a37	0.81211007	0.021926364	0.022292778	0.021465616	0.023620173	0.09858498
a20	0.8188201	0.031471428	0.03057168	0.02659249	0.02943683	0.06310757
a41	0.8271456	0.034228593	0.026864383	0.023436986	0.033041235	0.055283234
a18	0.69158113	0.06247679	0.060133558	0.055182394	0.06194119	0.0686849
a31	0.65137744	0.07148365	0.061823603	0.057058517	0.07368262	0.084574275
a11	0.9391107	0.0023739408	0.0077997693	0.0054194415	0.044210114	0.0010861667
a31	0.40471223	0.07535231	0.09240357	0.07483225	0.069160886	0.2835388
a29	0.9261795	0.007851909	0.011900559	0.010713859	0.018394826	0.024959361
a7	0.561224	0.09313606	0.10013236	0.077383384	0.06875758	0.09936658
a31	0.3022198	0.10198601	0.13764955	0.11140144	0.09910649	0.24763666
a37	0.34630063	0.05284865	0.09928343	0.091405585	0.07751368	0.33264807
a31	0.53073597	0.15163699	0.09279856	0.088308156	0.07503541	0.061484862
a20	0.094815485	0.06375367	0.10009316	0.16571303	0.20849632	0.36712837
</S>	0.35779512	0.14501022	0.13162597	0.13653585	0.117200136	0.11183272
