 	Anna	ora	sta	vicino	a	me	dormendo	</S>
a8	0.089288525	0.06360215	0.009999626	0.01574762	0.011008047	0.053453367	0.26320657	0.49369404
a31	0.25106987	0.2686378	0.23378874	0.055541266	0.043634564	0.039002135	0.040516373	0.0678092
a8	0.034699745	0.02019578	0.0138871875	0.00068400905	0.00016593434	0.0060828356	0.92428017	4.2979264e-06
a31	0.017570227	0.18489987	0.16134642	0.081627406	0.13836397	0.056741003	0.34336013	0.016091043
a17	0.032192446	0.10943133	0.13220544	0.023245152	0.06818057	0.18661334	0.44633502	0.0017967576
a18	0.12228851	0.083663486	0.34178594	0.12005334	0.15867548	0.12507358	0.037126403	0.011333251
a31	0.27245483	0.09332806	0.20278002	0.047231402	0.06302619	0.17137016	0.014149625	0.13565975
a17	0.21093713	0.26391947	0.21838124	0.13440023	0.10073698	0.042593997	0.016340915	0.01269002
a30	0.4557689	0.22232832	0.115655676	0.08779459	0.013292091	0.015997397	0.007939825	0.08122321
a17	0.42797256	0.17411841	0.24039526	0.087914854	0.018986523	0.013954236	0.0050438214	0.031614356
a39	0.3821637	0.23924753	0.18193616	0.10098776	0.014273695	0.011641398	0.009015924	0.06073385
a17	0.45182264	0.23791677	0.12701534	0.11444213	0.014539337	0.011558542	0.010607768	0.03209748
a31	0.4772773	0.23998852	0.0950533	0.104954354	0.016449736	0.017417284	0.011141088	0.03771837
a17	0.30893838	0.55333036	0.06999379	0.029743468	0.0056094895	0.009349884	0.020499568	0.0025350684
a20	0.35235205	0.27492335	0.054749835	0.06760173	0.016047757	0.02101226	0.009426975	0.20388606
a27	0.4285688	0.3967142	0.026506154	0.04193637	0.009456325	0.014910722	0.012478208	0.06942921
a20	0.4088378	0.32915202	0.02327803	0.033497546	0.015264387	0.033724356	0.019064497	0.1371814
a31	0.30979112	0.2892118	0.02720143	0.035054002	0.019911548	0.042229034	0.027921379	0.24867976
a18	0.19581267	0.7222246	0.028653614	0.012568556	0.0014820618	0.002765209	0.026567724	0.009925664
a31	0.29016066	0.27039036	0.13803367	0.13629264	0.040494956	0.038008273	0.015624171	0.070995264
a13	0.10036311	0.23729557	0.23875014	0.24704596	0.0392483	0.02317773	0.0739598	0.040159356
a20	0.22668582	0.27096814	0.17012894	0.137494	0.054980215	0.054883506	0.03560204	0.049257353
a31	0.19174214	0.1984833	0.15533943	0.1291521	0.08381085	0.0701049	0.085092686	0.08627459
a28	0.081496954	0.12685367	0.11175725	0.19169958	0.09514648	0.1281572	0.13570116	0.12918773
a31	0.1850507	0.24075986	0.15894327	0.13189155	0.07339723	0.07369939	0.06582523	0.07043278
a8	0.05068142	0.074471645	0.057833098	0.1867007	0.13614187	0.1725208	0.15350112	0.16814934
a17	0.14848937	0.17138422	0.13910627	0.12828913	0.103944026	0.10405273	0.101961374	0.10277283
a8	0.13275579	0.14027369	0.12911285	0.12554665	0.11769904	0.11780415	0.11644723	0.12036064
a23	0.13034083	0.13073048	0.12484648	0.123225935	0.11991561	0.11978828	0.120232806	0.13091962
a8	0.14357696	0.12583871	0.122324444	0.11922672	0.11802235	0.11451583	0.119584285	0.13691068
a20	0.16737552	0.12028641	0.1219355	0.115194365	0.11645136	0.105356045	0.12009201	0.13330883
a31	0.16484016	0.120224364	0.12573862	0.118360005	0.118437916	0.10372551	0.12531531	0.12335812
a39	0.09379249	0.34326392	0.13982879	0.09081097	0.06509952	0.025810381	0.22224799	0.019145997
a18	0.21850304	0.26216415	0.17263992	0.13571666	0.059573956	0.052275356	0.04902467	0.05010223
a37	0.13432941	0.13160092	0.13973458	0.13304429	0.11994427	0.10135752	0.1369723	0.10301672
a31	0.12892321	0.1299723	0.12797508	0.12599774	0.12199431	0.11873882	0.124904	0.1214946
a8	0.08097219	0.09524946	0.09757335	0.1203414	0.12523195	0.1736337	0.15679587	0.15020211
a23	0.14337806	0.16128795	0.13578905	0.12725994	0.10890042	0.108903535	0.10635745	0.10812365
a37	0.1268571	0.12656201	0.12616986	0.1253665	0.12390712	0.12229736	0.12510017	0.123739906
a8	0.12616996	0.12639228	0.12613916	0.12542711	0.123871766	0.12213963	0.12553528	0.124324806
</S>	0.12647843	0.12598437	0.12589645	0.12516691	0.12374478	0.12173036	0.12575607	0.1252426
