 	guardando	le	nuvole	capisco	che	piove	</S>
a31	0.06537731	0.051426448	0.06798956	0.045632273	0.051983546	0.15388575	0.5637051
a13	0.23066464	0.1717538	0.46980342	0.0077612693	0.052584562	0.027895827	0.039536428
a24	0.033583026	0.40293705	0.16187243	0.0068546864	0.02462537	0.32533523	0.044792254
a41	0.05024322	0.19511162	0.44889262	0.037756536	0.068396695	0.115668505	0.083930865
a31	0.080195226	0.2276941	0.54613215	0.028435268	0.013551284	0.03398754	0.07000444
a41	0.081721775	0.29776242	0.27405116	0.084082395	0.025012	0.22487521	0.0124950865
a46	0.3547521	0.21074687	0.2769217	0.023554398	0.015696539	0.03256461	0.08576376
a31	0.17405649	0.31294304	0.44358295	0.031744115	0.008335221	0.012692083	0.016646016
a20	0.12462959	0.22479458	0.31912386	0.15436105	0.035470147	0.12005942	0.021561384
a15	0.32128924	0.19836085	0.22588281	0.044573575	0.027539557	0.043037042	0.13931695
a31	0.24978836	0.26328012	0.42060575	0.016546752	0.00960323	0.018665005	0.021510802
a20	0.12277335	0.12402713	0.3426067	0.08966627	0.031282984	0.07342732	0.2162162
a31	0.32332796	0.19838782	0.17835748	0.092065364	0.061719052	0.07168813	0.0744542
a23	0.046859514	0.042131454	0.08917732	0.058146562	0.023151217	0.05026439	0.69026953
a31	0.29730886	0.19885513	0.17156024	0.10147871	0.09784665	0.070942126	0.06200832
a27	0.10908141	0.08968634	0.09288926	0.051975127	0.048401628	0.06622523	0.541741
a35	0.28905728	0.21024573	0.18341002	0.09963331	0.10474074	0.061005305	0.05190762
a31	0.2545184	0.16077553	0.12581778	0.104890354	0.15042399	0.08287561	0.120698355
a39	0.27357295	0.19154833	0.12439754	0.031588133	0.041741934	0.07940984	0.2577412
a41	0.35971338	0.2352417	0.15236628	0.06337836	0.09289214	0.048351917	0.048056237
a24	0.31907946	0.18659692	0.1225559	0.08525741	0.13179311	0.07383919	0.080878064
a41	0.21421002	0.14908247	0.12142161	0.12332079	0.12924771	0.15016463	0.112552665
a3	0.1669991	0.11899156	0.09871053	0.14681704	0.13788608	0.21838655	0.11220925
a31	0.13915475	0.10458711	0.0874133	0.16629377	0.1473492	0.24728738	0.10791446
a0	0.19439104	0.17795709	0.111492135	0.0800303	0.087327935	0.22863615	0.120165385
a20	0.28026903	0.15689464	0.105442226	0.105821006	0.14341387	0.122426696	0.08573243
a31	0.15102682	0.12903135	0.11749088	0.14811078	0.1428999	0.19654003	0.11490019
a20	0.15370606	0.118768945	0.09791569	0.08924784	0.09507435	0.15133895	0.2939481
a31	0.22571194	0.15984292	0.13161343	0.11724867	0.13556795	0.11562833	0.114386775
a37	0.101256125	0.06384524	0.04277285	0.06075863	0.086994216	0.25761452	0.38675842
a46	0.21188545	0.16170205	0.13943364	0.12140297	0.12579973	0.11997027	0.11980586
a31	0.16164345	0.14781184	0.14142935	0.13697584	0.13851409	0.13736671	0.13625874
</S>	0.08621829	0.06151245	0.04726788	0.058633715	0.07662916	0.2325085	0.43723002
