 	quando	è	arrivato	Giovanni	Anna	stava	e	dormiva	</S>
a20	0.0054280623	0.0014405776	0.0021333566	0.68664867	0.038166013	0.22538392	0.030422043	0.0024887626	0.007888631
a8	0.0051797247	0.0039066933	0.00054318854	0.052515484	0.30912063	0.51581264	0.09424536	0.014132275	0.004543948
a31	0.01080615	0.00037306856	0.00029246695	0.06462716	0.41214886	0.49808747	0.009556655	0.003871972	0.00023619035
a23	0.021887401	3.6069032e-05	8.604611e-07	0.03548934	0.034233984	0.82966745	0.07654484	0.0021362698	3.8900466e-06
a31	0.06933888	0.12538914	0.011306185	0.06870212	0.13387871	0.16730596	0.2227351	0.17558739	0.02575644
a10	0.058261875	0.0926815	0.0015421399	0.0063701705	0.02260349	0.05480339	0.118002184	0.5716458	0.07408943
a24	0.097598925	0.06559478	0.0013993151	0.03817752	0.01189605	0.088382736	0.19615674	0.44593048	0.054863438
a31	0.18970956	0.16928756	0.001056091	0.006416273	0.002507667	0.01392048	0.22481458	0.33015013	0.06213764
a41	0.20586151	0.10438824	0.006744546	0.07390659	0.050790217	0.084561326	0.027173731	0.42646426	0.020109646
a7	0.31222612	0.114025444	0.0053035878	0.04469062	0.018412849	0.06036944	0.11978345	0.14886123	0.1763272
a5	0.31068307	0.24710993	0.0047754264	0.05669815	0.008326188	0.05356393	0.044701148	0.21209265	0.062049445
a37	0.41083375	0.18247057	0.0055113058	0.02163403	0.0067145512	0.0324473	0.05257809	0.16719706	0.12061339
a31	0.39044553	0.095045894	0.018444123	0.03915741	0.023691984	0.055462413	0.12139919	0.09928688	0.15706657
a46	0.07531923	0.042484768	0.0015175065	0.686797	0.04104685	0.0902062	0.029827865	0.01650566	0.016294861
a8	0.41408604	0.036429167	0.024590272	0.032278452	0.047895283	0.036142774	0.24321097	0.06280256	0.10256447
a31	0.18995303	0.02600358	0.032575447	0.038676776	0.07588261	0.058909163	0.41834107	0.032370314	0.12728809
a29	0.12055523	0.034047842	0.005467698	0.4472631	0.16475967	0.109645426	0.07070956	0.020746047	0.026805526
a11	0.5972294	0.050935633	0.030439837	0.035458904	0.025411567	0.025283206	0.08859144	0.06476496	0.08188495
a37	0.3734355	0.0417735	0.065497704	0.1802939	0.07852516	0.06764117	0.09722602	0.040580966	0.055026084
a31	0.20320103	0.07095332	0.114793144	0.09881001	0.109808326	0.08713468	0.157178	0.071927845	0.08619364
a24	0.1177882	0.041100025	0.033263568	0.23659283	0.09475042	0.08052921	0.058480687	0.10430044	0.23319462
a31	0.2479815	0.092730924	0.08884129	0.09019835	0.08612338	0.084712505	0.11123233	0.09511738	0.10306242
a33	0.057520896	0.028052969	0.03012148	0.06990882	0.03420432	0.034179665	0.037232682	0.32999688	0.3787823
a20	0.14677542	0.10719821	0.1049431	0.10855454	0.10539925	0.10541635	0.10798046	0.1059966	0.107736066
</S>	0.12762597	0.10680607	0.106738046	0.114700764	0.109459504	0.10870198	0.11103405	0.1065562	0.108377375
