 	lo	sentii	ee	che	arrivava	</S>
a15	0.8645065	0.041271113	0.0201666	0.0092855	0.023501132	0.041269142
a31	0.054801974	0.07705308	0.2050805	0.124450855	0.39404362	0.14456998
a46	0.09348086	0.7900333	0.087326	0.011213248	0.01794521	1.4428182e-06
a8	0.016077105	0.006646042	0.06748484	0.030224165	0.8035667	0.07600105
a31	0.113099225	0.07703126	0.42299733	0.084653854	0.2263088	0.075909644
a23	0.01098873	0.024337748	0.027443975	0.01661784	0.91975135	0.0008604116
a8	0.3085099	0.2381807	0.2697819	0.05354297	0.068813115	0.061171494
a38	0.40131116	0.29618555	0.15455377	0.030095438	0.08021647	0.037637744
a20	0.36944595	0.22805165	0.12509553	0.03353125	0.15389684	0.08997877
a28	0.3156421	0.13949107	0.10273074	0.037919138	0.22425686	0.17996018
a20	0.33845186	0.084336564	0.13973261	0.048014034	0.12769282	0.26177213
a23	0.30429438	0.05202637	0.13261677	0.076591395	0.079638496	0.3548325
a31	0.22222273	0.042342115	0.119435124	0.10648747	0.06968476	0.43982777
a29	0.17646071	0.11894808	0.14981368	0.08377955	0.44074747	0.030250486
a33	0.05831983	0.015866973	0.044113483	0.04125309	0.8056811	0.034765564
a29	0.4000507	0.05463528	0.06476601	0.11525306	0.3186047	0.046690155
a27	0.22011279	0.043795258	0.043670055	0.053517714	0.5409945	0.09790966
a46	0.3704523	0.05672397	0.072416686	0.057066783	0.14671801	0.29662225
a20	0.21311268	0.044753056	0.06198586	0.038513523	0.14902599	0.49260888
a31	0.2734968	0.05204468	0.070750184	0.045337155	0.14018735	0.4181838
a7	0.7114828	0.08227462	0.032619894	0.012953587	0.15022591	0.01044318
a1	0.61311513	0.09242082	0.07882136	0.04204912	0.06710286	0.106490605
a20	0.35595655	0.06493142	0.09021853	0.056941584	0.10034491	0.33160704
a31	0.32020944	0.06828832	0.096259356	0.049990345	0.074731156	0.39052132
a20	0.2306703	0.11967726	0.14471312	0.068907574	0.19960186	0.23642983
a31	0.46499932	0.07835363	0.0978204	0.043118726	0.06598817	0.24971978
a23	0.16323279	0.10795204	0.13775341	0.06148928	0.033370875	0.49620163
</S>	0.16445811	0.13563998	0.14394502	0.11803232	0.11135798	0.32656658
