 	credo	che	stanno	ancora	svegli	</S>
a31	0.17095813	0.07017647	0.091694936	0.027574591	0.10336888	0.536227
a20	0.22794986	0.019348297	0.5302152	0.0708981	0.06500084	0.08658778
a21	0.01873897	0.01514333	0.15482144	0.27104577	0.49428746	0.045963008
a31	0.15339196	0.13870224	0.32822257	0.18337739	0.13563012	0.06067571
a37	0.112097085	0.1919485	0.47158015	0.10644683	0.085859016	0.032068394
a31	0.59726214	0.030251686	0.18677567	0.013161922	0.038292512	0.13425608
a13	0.2101036	0.11224478	0.4306189	0.106356174	0.08695054	0.053725947
a31	0.43456265	0.06053289	0.17091624	0.016315186	0.045730725	0.27194235
a20	0.205194	0.10436319	0.4903868	0.07471643	0.06325108	0.06208853
a31	0.25202096	0.12174902	0.4275768	0.036088683	0.045996156	0.11656838
a39	0.11340394	0.21641345	0.51078933	0.059253924	0.024236867	0.07590251
a18	0.20200215	0.12905127	0.44966748	0.068556786	0.07477281	0.075949445
a33	0.16700503	0.06906587	0.14199725	0.095616706	0.15754189	0.36877328
a39	0.13685824	0.075011015	0.0859707	0.09136412	0.17420901	0.43658692
a31	0.21695009	0.12538134	0.13557085	0.07116637	0.12584591	0.32508546
a39	0.10999786	0.15433742	0.43841696	0.12203391	0.05408316	0.12113065
a33	0.18273851	0.12041957	0.16325305	0.13416003	0.2015091	0.19791976
a8	0.18221752	0.17936991	0.15308705	0.13116151	0.16070215	0.19346187
a31	0.19996357	0.20529246	0.15072091	0.1181714	0.14561914	0.1802325
a7	0.06188847	0.12128366	0.5323575	0.16265185	0.060425427	0.061393034
a31	0.15525638	0.14343485	0.16030823	0.15101674	0.19599685	0.19398703
a3	0.108604215	0.31149492	0.33141896	0.14645016	0.050630167	0.05140159
a31	0.16801047	0.16093373	0.1695376	0.16369334	0.1697926	0.16803226
a13	0.18149102	0.2768833	0.20092061	0.14191534	0.09527273	0.10351703
a20	0.1693793	0.16565077	0.17897561	0.16421188	0.16135395	0.16042843
a7	0.16455431	0.16230871	0.18071447	0.16551943	0.16406387	0.16283928
a35	0.16306728	0.16387545	0.19894469	0.16476744	0.15535939	0.1539858
a31	0.18200631	0.19555685	0.17638704	0.14524265	0.15151203	0.14929512
a20	0.10868643	0.3537955	0.2700425	0.12486966	0.07122693	0.071378976
a31	0.17142762	0.16234002	0.17331938	0.16227871	0.1662177	0.16441663
</S>	0.16910154	0.22261156	0.22058615	0.1573244	0.11209165	0.11828472
