 	mi	si	gonfiò	il	dito	</S>
a41	0.13732821	0.055616576	0.19730918	0.47441646	0.068243526	0.06708601
a20	0.54144865	0.1946619	0.020630158	0.12629883	0.008598298	0.10836209
a39	0.82204574	0.029421153	0.0038364907	0.08268488	0.024876527	0.03713506
a31	0.2346092	0.28264585	0.014052294	0.063541606	0.058776215	0.34637478
a37	0.20236775	0.19258457	0.020837933	0.45725858	0.022045286	0.104905896
a21	0.013915956	0.040909693	0.059215702	0.8553792	0.028718581	0.0018608213
a38	0.8488403	0.07495187	0.020800883	0.028850041	0.0024424342	0.024114491
a18	0.87577856	0.04986218	0.011882065	0.019104859	0.0023006331	0.041071642
a46	0.83250934	0.06565745	0.011412863	0.03704559	0.0035796391	0.049795173
a31	0.6412123	0.10040018	0.026120262	0.06536368	0.015980799	0.15092278
a20	0.11764073	0.18967457	0.4918827	0.17243439	0.022974439	0.005393189
a46	0.6324041	0.16313694	0.103599876	0.055368572	0.026238155	0.01925231
a31	0.2898258	0.21195132	0.2816857	0.10250352	0.062191453	0.051842228
a8	0.10812096	0.14933974	0.2581787	0.18237698	0.20642067	0.09556303
a31	0.3501462	0.14586802	0.14531375	0.11645195	0.1199857	0.12223442
</S>	0.045298144	0.10057061	0.16821764	0.12328422	0.31451482	0.24811454
