 	lo	sentii	che	viene	</S>
a43	0.3058304	0.118922226	0.0754645	0.12777486	0.372008
a17	0.153713	0.35418662	0.39358783	0.04326137	0.0552512
a11	0.8952472	0.04674088	0.035565037	0.015574105	0.006872823
a31	0.009373961	0.12652904	0.6031576	0.13983352	0.12110588
a46	0.10712096	0.44227514	0.4438548	0.0047498997	0.0019992637
a6	0.20932223	0.3265723	0.34636927	0.080100305	0.037635893
a31	0.5490765	0.23471609	0.12602976	0.034858964	0.05531864
a15	0.11102854	0.83174974	0.053946774	0.0025843112	0.0006906329
a20	0.47442493	0.090279326	0.12030765	0.13275377	0.18223433
a31	0.43638736	0.09589761	0.16691618	0.15290497	0.14789392
a17	0.4503809	0.18280452	0.13080609	0.12783252	0.10817597
a31	0.4700668	0.24336979	0.08671478	0.062489536	0.13735911
a13	0.22061054	0.3079892	0.27956167	0.09316132	0.098677255
a39	0.48643586	0.17634349	0.12259163	0.1082532	0.106375866
a46	0.33702856	0.18840398	0.16218376	0.15149863	0.16088511
a31	0.38964942	0.18189949	0.13945574	0.13676025	0.15223512
a18	0.11315841	0.39864367	0.3210483	0.11010532	0.057044256
</S>	0.26722154	0.19360353	0.18174608	0.17889765	0.17853123
