 	io	non	so	cosa	è	da	scrivere	</S>
a48	0.007774102	0.0014403646	0.052035928	0.0020370714	0.0068867635	0.0249154	0.8523383	0.052572146
a31	0.04935877	0.0039981655	0.014114995	0.05597665	0.23580225	0.013160223	0.5968463	0.030742666
a14	0.020346852	0.028954584	0.8443068	0.07504702	0.03129203	3.9082122e-05	1.0282348e-05	3.302308e-06
a37	0.48354664	0.07571758	0.33933133	0.071932964	0.02802597	0.0012924573	0.00013803471	1.4995554e-05
a10	0.20460851	0.08110615	0.014183019	0.18213537	0.3962224	0.0079884175	0.10376503	0.009991027
a31	0.3670234	0.045702793	0.023173908	0.11967905	0.2332131	0.016343864	0.14957014	0.045293793
a28	0.6072534	0.0697857	0.057373066	0.030727224	0.060393915	0.041354705	0.077731095	0.055380944
a31	0.14240211	0.016314551	0.17012317	0.0617271	0.06886444	0.14288476	0.25457296	0.14311087
a42	0.41758093	0.15396266	0.06896413	0.08794071	0.037429836	0.0551174	0.029063668	0.14994068
a23	0.16353679	0.20427698	0.10543575	0.10784163	0.10279433	0.09426661	0.13058126	0.09126671
a8	0.12977228	0.30934474	0.12842315	0.07242393	0.073455356	0.108928345	0.081849776	0.09580239
</S>	0.10219445	0.110391535	0.18572918	0.09628374	0.09573821	0.15441546	0.12203671	0.1332107
