 	volevo	Maria	domani	di	venire	da	me	</S>
a20	0.20986496	0.025022425	0.025761042	0.086164884	0.1306725	0.084248215	0.23940602	0.19885994
a24	0.0330828	0.00630556	0.00953731	0.025081035	0.6188045	0.01543961	0.27891266	0.012836443
a31	0.08462777	0.0027094316	0.0031228818	0.071783826	0.82998717	0.0021385183	0.0034109168	0.0022193587
a17	0.0060863714	2.9442924e-06	3.4996546e-07	0.00060895324	0.99291223	6.916426e-06	0.00038042868	1.7646854e-06
a31	0.021758622	0.014338884	0.053543337	0.14432785	0.27242085	0.06286502	0.38642967	0.044315763
a37	0.10960119	0.023591153	0.030400775	0.01646661	0.25797936	0.038862646	0.48676324	0.036335032
a10	0.048001412	0.03394283	0.013964812	0.09575635	0.24802043	0.09568004	0.41249764	0.052136455
a31	0.11392453	0.194317	0.052551143	0.11093897	0.15816161	0.03186461	0.23592591	0.10231625
a20	0.23292498	0.02049764	0.014061608	0.067669675	0.6017819	0.018296383	0.0432652	0.001502625
a33	0.2830249	0.03768706	0.0060535353	0.059422467	0.058176015	0.020219348	0.49867356	0.03674305
a20	0.4127995	0.13833489	0.010212414	0.1030104	0.044320997	0.028520076	0.21098924	0.051812496
a31	0.5547754	0.11219963	0.006874325	0.061026026	0.025588464	0.021335885	0.16405262	0.05414759
a5	0.47909534	0.03159368	0.0040456066	0.018441597	0.40219215	0.017062798	0.039411243	0.008157508
a17	0.59891987	0.117514424	0.006814857	0.018911844	0.11859321	0.037361022	0.08227052	0.019614263
a11	0.50757897	0.05688278	0.010184719	0.025937244	0.05000355	0.034516882	0.26877224	0.046123546
a10	0.29589474	0.09069542	0.030189237	0.046579443	0.15121993	0.10507737	0.21858189	0.0617619
a31	0.2937473	0.123032935	0.036308166	0.060174104	0.25247273	0.11461982	0.08246896	0.037175994
a24	0.44795913	0.035391748	0.016066391	0.081146754	0.36958623	0.009541871	0.02248564	0.017822312
a46	0.5507134	0.12636909	0.020644024	0.024724022	0.101084754	0.105569616	0.041183937	0.029711125
a20	0.26078594	0.11468241	0.04691562	0.08642033	0.2906604	0.12904252	0.039728623	0.031764142
a31	0.2894289	0.13794343	0.06181945	0.060757916	0.16216826	0.18338853	0.058275726	0.046217777
a20	0.10621354	0.047965415	0.051536486	0.21610646	0.3865911	0.034622736	0.07637591	0.080588296
a31	0.43571335	0.10768403	0.044618875	0.049117755	0.09985659	0.12993535	0.06975344	0.0633206
</S>	0.042741887	0.10441562	0.07768854	0.077452265	0.090538085	0.1304425	0.2295857	0.24713537
