 	voi	avete	mai	mangiato	il	pasticciotto	</S>
a8	0.10942888	0.03330639	0.02109296	0.35544744	0.06468847	0.10038063	0.31565526
a31	0.012247947	0.1852171	0.0018423214	0.0021209095	0.06043232	0.67451113	0.06362826
a21	6.5981055e-08	0.002499333	3.3725257e-06	0.0010519327	0.023059137	0.9733786	7.5500698e-06
a37	0.007038964	0.006375691	0.0014440696	0.011068286	0.030225439	0.93277675	0.011070783
a8	0.022214856	0.011363218	0.010454299	0.01153017	0.19293526	0.55315137	0.19835076
a31	0.056201242	0.16435307	0.033343926	0.11421281	0.11414759	0.2651567	0.25258467
a13	0.016017765	0.07710166	0.012903622	0.2747953	0.20377941	0.38998637	0.025415927
a20	0.014597887	0.115003526	0.026305808	0.28118542	0.16795136	0.26618877	0.12876725
a3	0.026694397	0.21072115	0.039694995	0.26470563	0.16353111	0.19981048	0.09484224
a31	0.0192822	0.18252477	0.06752174	0.2190759	0.1264768	0.2051694	0.17994915
a29	0.0046525258	0.1659702	0.029979622	0.1358164	0.3324557	0.2806524	0.050473154
a31	0.030761005	0.080267265	0.008129553	0.714265	0.07409929	0.041302685	0.05117526
a3	0.0070470455	0.19536513	0.03428547	0.37159166	0.041064326	0.12597804	0.2246684
a31	0.16760789	0.10746564	0.040409915	0.34610957	0.15133305	0.096559495	0.09051447
a24	0.012755495	0.10574864	0.029762588	0.34466928	0.07396666	0.20172907	0.23136823
a31	0.18495467	0.13629901	0.10721519	0.1758848	0.13976112	0.1292584	0.12662685
a39	0.021403497	0.05844478	0.03059326	0.23870327	0.076316126	0.2628061	0.31173298
a31	0.16288868	0.14285062	0.11420499	0.18316162	0.13920812	0.13044062	0.1272453
a33	0.021987826	0.055113155	0.028791199	0.22912452	0.113235295	0.265781	0.28596705
a31	0.15583804	0.14267972	0.13203447	0.1634755	0.13787012	0.13424653	0.1338556
a23	0.02509097	0.042889517	0.02889832	0.15907086	0.10547063	0.30265674	0.33592293
</S>	0.152555	0.14270417	0.13458644	0.1606628	0.13831335	0.13563167	0.13554658
