 	cosa	fa	Anna	il	sabato	mattina	</S>
a46	0.57885844	0.08664781	0.25401378	0.032493986	0.0041364054	0.018705979	0.025143672
a31	0.039995298	0.05476138	0.11149884	0.33750042	0.014754477	0.18452168	0.25696793
a6	0.045102797	0.010847043	0.9171084	0.026714623	1.1991459e-05	0.0002145072	6.440643e-07
a31	0.06575939	0.098621	0.45233735	0.33366397	0.046047993	0.00097441283	0.002595846
a37	0.030124905	0.0509744	0.64493763	0.22979943	0.04315779	0.000101729944	0.0009041178
a31	0.08560978	0.15372165	0.30847692	0.43057343	0.019038117	0.00019940188	0.0023807464
a17	0.15312696	0.17914823	0.24995273	0.40130532	0.005908704	0.009077313	0.0014806809
a31	0.1720065	0.13520944	0.45437208	0.22834867	0.008810886	0.000592742	0.00065965037
a17	0.1031063	0.24523982	0.26936278	0.34288755	0.017349347	0.019174643	0.0028795819
a31	0.3016219	0.16567917	0.31058744	0.16450967	0.009773435	0.025633682	0.022194639
a8	0.110425524	0.17256853	0.3424141	0.30769005	0.017673492	0.038086776	0.011141495
a31	0.4334597	0.2953684	0.120583646	0.08994801	0.012729826	0.02423912	0.023671255
a28	0.17011967	0.20027113	0.33257094	0.1565949	0.009821366	0.053928666	0.07669328
a0	0.53121525	0.2546097	0.10061077	0.06296289	0.01710317	0.020558123	0.012940102
a41	0.56184447	0.16177973	0.07513146	0.072583474	0.037232656	0.038753144	0.052675083
a39	0.4531148	0.14576226	0.09492152	0.10107003	0.06611768	0.062466815	0.076546885
a31	0.3832404	0.14532022	0.1031694	0.10615117	0.08381727	0.08557906	0.09272242
a39	0.40123957	0.33897364	0.08055385	0.039383534	0.02994793	0.036498643	0.07340291
a31	0.33906507	0.15882206	0.12624128	0.10553669	0.09226008	0.09057179	0.087503
a18	0.3928972	0.3754153	0.052592777	0.029548278	0.02230272	0.029183986	0.09805985
a31	0.2972586	0.1555584	0.13006096	0.11286236	0.10178621	0.10354383	0.09892968
a18	0.39225647	0.36230496	0.047310084	0.026564127	0.01901921	0.02663419	0.12591094
a31	0.26171774	0.15340991	0.13419628	0.11926312	0.1096066	0.11351204	0.108294316
a39	0.37188402	0.34573603	0.049522955	0.028512182	0.021093532	0.027870296	0.15538104
a41	0.24283135	0.15300202	0.13708214	0.1221946	0.11375807	0.11795803	0.113173746
a8	0.19345942	0.1495646	0.1412747	0.13396709	0.124960646	0.13098861	0.12578492
a31	0.16661094	0.14561003	0.14126043	0.13819648	0.13552584	0.1372529	0.13554342
a46	0.31046712	0.34744748	0.043019474	0.031811334	0.03289772	0.028559472	0.20579733
a8	0.15993895	0.14530338	0.14214334	0.13901965	0.13755815	0.1383982	0.13763845
</S>	0.15026069	0.14361458	0.1420121	0.14161718	0.14058669	0.14116977	0.14073908
