 	lo	posso	finire	di	scrivere	</S>
a20	0.16229771	0.0081237815	0.004129397	0.044501517	0.6906008	0.090346746
a31	0.3796294	0.0898091	0.014253988	0.08747837	0.112870164	0.31595895
a39	0.6218721	0.0013416555	0.00014677692	0.34766132	0.028936995	4.1179035e-05
a24	0.9916756	0.0008832405	2.4569556e-05	0.00677854	0.00047078266	0.00016725645
a18	0.98311263	0.00087470986	0.0002838473	0.0042475522	0.007834992	0.0036462378
a24	0.9497619	0.010676169	0.007099271	0.013115666	0.014385659	0.0049613016
a31	0.59809667	0.024653789	0.03747885	0.1679929	0.12587656	0.045901217
a20	0.05442406	0.015186235	0.07154971	0.116373695	0.25785512	0.48461118
a31	0.22973728	0.10629648	0.20142885	0.083779745	0.16596824	0.2127894
a1	0.13373516	0.21891136	0.2614335	0.17115887	0.10272113	0.11203997
a31	0.1765307	0.15542571	0.20988184	0.15189768	0.15170804	0.15455599
</S>	0.14472431	0.26046824	0.3103005	0.18597366	0.06784541	0.030687949
