 	io	dopo	torno	vecchia	vendo	mia	casa	che	ho	Venezia	a	Venezia	e	vengo	da	vivere	qui	a	Kalimara	</S>
a8	0.0007467851	0.0011655749	0.003346016	0.013316268	0.011863178	0.011541934	0.026064081	0.09351298	0.0565283	0.0074696923	0.0693436	0.0051989346	0.0531324	0.06464125	0.06761862	0.13421509	0.057204347	0.112389505	0.07595435	0.13474707
a37	0.0004746287	0.00052065414	0.0013114583	0.0006672974	0.003561169	0.005425227	0.0017972292	0.006874041	0.013945082	0.44782546	0.017555736	0.46984395	0.0131085785	0.0050441036	0.0029819475	0.0077015134	9.45218e-06	0.0008296877	0.00027675	0.0002459574
a31	0.00014895476	0.0006823484	0.017115159	0.027450431	0.0928668	0.2824917	0.069115855	0.047009718	0.020790258	0.14585371	0.010938621	0.12412927	0.029510291	0.045404017	0.033204842	0.02566122	0.00028686298	0.012510181	0.014812035	1.7663571e-05
a29	0.0039586527	0.03921659	0.40280643	0.061094396	0.2549147	0.023429872	0.0060726	0.0050521097	0.0023127198	0.11051737	0.0016527137	0.070180476	0.0034000084	0.0028670328	0.0024002725	0.001565985	0.00041834317	0.0050811786	0.003051287	7.319779e-06
a1	0.002047216	0.017347252	0.02113362	0.0036765116	0.011640082	0.009382787	0.0010710366	0.001956131	0.0026336382	0.34274444	0.0019634312	0.5728428	0.0017181495	0.0018591069	0.00220357	0.0035082286	0.000107819855	0.0012542877	0.0007139719	0.00019600983
a39	0.0027959365	0.005297115	0.038716223	0.0016548149	0.008393835	0.026797727	0.004963164	0.0063240104	0.0042968933	0.3225137	0.00347034	0.5647934	0.005014913	0.002971701	0.0006251597	0.0006154813	1.6551217e-05	0.0001236121	0.00010963621	0.0005058253
a3	0.0011834912	0.002485011	0.009867654	0.0019356721	0.014611137	0.020867541	0.0018447682	0.0049743187	0.0049683615	0.4672646	0.0043979143	0.45674133	0.00256681	0.0017935105	0.0010960159	0.0027932152	1.4744077e-05	0.00041094996	0.00014475822	3.8219634e-05
a20	0.025438938	0.036131237	0.07998608	0.024322608	0.06395	0.05867918	0.0067463326	0.010045643	0.008177922	0.2464665	0.00963037	0.40879846	0.009609554	0.006211552	0.0022209035	0.0018597604	0.0001226921	0.00031429343	0.00051664765	0.0007713055
a8	0.055103462	0.07876093	0.014919176	0.032236144	0.05975911	0.0316894	0.01599306	0.04741164	0.07996226	0.12767725	0.113002986	0.13573672	0.12141999	0.05650335	0.015059867	0.0047513414	0.0011977957	0.0013704681	0.0021547023	0.0052903937
a17	0.032659736	0.010244275	0.001534523	0.0048692636	0.013648376	0.013682873	0.012031814	0.057455614	0.13246544	0.052811194	0.24763739	0.059349086	0.2571745	0.06463822	0.0148582	0.004953883	0.00310367	0.0033569655	0.003823708	0.009701286
