 	Marika	cerca	una	macchina	che	consuma	fa	poco	consumo	in	benzina	</S>
a31	0.0013485582	0.025486812	0.011689206	0.053645473	0.018359913	0.0044571976	0.02018443	0.018649893	0.18002063	0.007074112	0.19699839	0.46208546
a10	0.0009119229	0.0060323216	0.0010678278	0.00063858397	0.0059189135	0.0008661631	0.0049339803	0.0016681661	0.96273583	0.012036872	0.0024570946	0.00073236704
a20	0.01846042	0.54269296	0.040264547	0.109610826	0.10762313	0.0057830326	0.0046636164	0.0051087677	0.14296147	0.021466931	0.00024828798	0.0011160191
a31	0.010635166	0.024832381	0.013623214	0.068858035	0.12399898	0.35526487	0.13513543	0.022778502	0.14919421	0.06946212	0.0039895303	0.022227572
a20	0.01115853	0.14320835	0.0684041	0.06614928	0.037815407	0.062388048	0.036768883	0.007865897	0.40824208	0.027933797	0.041036647	0.089028955
a31	0.090615086	0.14262417	0.1581032	0.15154071	0.059483863	0.12262805	0.06762019	0.0048083905	0.07878551	0.0030501036	0.034962293	0.08577841
a17	0.049097683	0.07616483	0.10039233	0.19177109	0.26301548	0.050395433	0.0687021	0.012339796	0.0743007	0.02498629	0.035588145	0.05324616
a31	0.03424553	0.09153058	0.13154347	0.1921362	0.15855947	0.01735393	0.0764709	0.0040152534	0.08951351	0.0032516578	0.06337122	0.1380083
a26	0.035325132	0.09349608	0.1596511	0.17487083	0.20238706	0.037033383	0.059826475	0.009092027	0.07463561	0.03711254	0.06462038	0.051949397
a23	0.014665361	0.03982643	0.07107396	0.19299889	0.25617647	0.005866393	0.082651444	0.0023176724	0.12335683	0.0021472487	0.059251122	0.14966814
a31	0.08078271	0.09980958	0.1452427	0.37304243	0.1801024	0.018704401	0.05630385	0.0036522718	0.0072832895	0.0020989159	0.00622848	0.026748981
a20	0.02931699	0.082395	0.15314694	0.11586891	0.17788632	0.038024846	0.122373804	0.012521124	0.044691134	0.038780075	0.11786656	0.06712825
