 	il	medico	mi	ha	detto	che	non	devo	mangiare	dolci	perché	mi	fanno	male	a	me	mi	piacciono	e	li	mangio	</S>
a31	0.00373909	0.00071773207	0.010412951	0.007495062	0.005472429	0.0039497707	0.0064659803	0.0116276145	0.026927097	0.054098833	0.00312635	0.084173545	0.12761141	0.130379	0.057113715	0.06832162	0.05298805	0.037412748	0.0030539748	0.027111283	0.16665553	0.11114618
a8	0.010050731	0.0008177145	0.012934027	0.016571423	0.004807057	0.0014296859	0.00063431583	0.00755944	0.018805264	0.01255504	0.06410809	0.0032853452	0.00039944646	0.002420037	0.35034108	0.37179872	0.06486891	0.03566945	0.017037997	0.0018779662	0.0014084659	0.0006198075
a31	0.02924432	0.02141819	0.12556079	0.3156053	0.010255702	0.15510574	0.027042655	0.018189704	0.053226005	0.0097759105	0.05300454	0.015557617	0.00021046442	0.002426573	0.08201491	0.03316987	0.011914022	0.0015589407	0.027650336	0.0046046595	0.000811454	0.0016521929
a18	0.00092230836	0.00030711124	0.003403087	0.0024017864	7.412245e-05	0.0015762494	0.0005332828	0.0016938143	0.013480213	0.002122593	0.02138374	0.0018901954	4.1539846e-05	0.0006546529	0.28026372	0.09779687	0.040625505	0.013113505	0.51629484	0.0013172418	6.742383e-05	3.6277892e-05
a31	0.044967655	0.012726056	0.2223013	0.45901623	0.010506535	0.10495784	0.0202858	0.019274395	0.03719849	0.012833075	0.012877259	0.003888942	0.00010846707	0.00045507442	0.0064716167	0.008374911	0.003122672	0.001134115	0.012552832	0.0040409453	0.0012647938	0.0016409487
a28	0.013637423	0.00092749676	0.0107937595	0.02792105	0.004589588	0.0058449623	0.0016699973	0.0025701222	0.022733817	0.05273023	0.053341065	0.07335026	0.0025480452	0.017328806	0.1487057	0.32948223	0.08826332	0.018526176	0.021349706	0.018493677	0.04207105	0.0431215
a31	0.057578348	0.0056722853	0.0331966	0.1043015	0.01922738	0.019691493	0.0050190156	0.012525081	0.088687345	0.09192504	0.04677624	0.035234522	0.0018500659	0.007769957	0.04992304	0.19197214	0.06487979	0.028125748	0.030612165	0.033371307	0.03747452	0.03418641
a46	0.057020955	0.0024946542	0.02688285	0.071224615	0.0142697515	0.02930312	0.005657589	0.004931113	0.018937405	0.033459086	0.101699315	0.046030823	0.004252276	0.028910097	0.1579666	0.16960114	0.03019086	0.008438542	0.03469215	0.016337648	0.087226115	0.05047327
a31	0.040607054	0.0011119697	0.007278472	0.029094044	0.0063895225	0.009628037	0.004640853	0.007913813	0.05161468	0.091184825	0.017186878	0.05051914	0.004174329	0.0158133	0.07730479	0.3295597	0.053285822	0.028351834	0.005896873	0.019236976	0.08864855	0.06055854
a18	0.09425255	0.0046077766	0.041443937	0.11137769	0.026640784	0.049726747	0.009290281	0.0077043013	0.020452766	0.023545772	0.12913695	0.025327142	0.0025827573	0.016536811	0.11927394	0.09248341	0.02150194	0.0062400796	0.055101898	0.024763359	0.08549973	0.032509375
a31	0.01168005	0.00033147214	0.0019169368	0.007539014	0.001774988	0.0029155852	0.003041175	0.010434502	0.053456273	0.0935685	0.004465802	0.024598293	0.004149149	0.011716084	0.07702425	0.43791127	0.056972053	0.04375754	0.0018580864	0.013716719	0.08065562	0.056516618
a37	0.0916039	0.005516672	0.048533406	0.1252434	0.032267135	0.055305023	0.01066288	0.008944491	0.022186376	0.019986246	0.13662393	0.021060055	0.0018213528	0.011118305	0.09129386	0.06814861	0.020212546	0.006326639	0.07163899	0.040917348	0.0755211	0.035067722
