 	ho	messo	uno	specchio	sul	muro	</S>
a8	0.028349863	0.019250395	0.045219906	0.07171733	0.04520947	0.15792151	0.63233155
a31	0.083422884	0.32232213	0.05853621	0.08454061	0.32636565	0.060697716	0.064114764
a17	0.00440389	0.4651746	0.0072443536	0.1157113	0.4074316	3.203956e-05	2.2000138e-06
a11	0.024755992	0.7251948	0.09481926	0.057753094	0.075859964	0.017590592	0.004026432
a31	0.108855724	0.16154173	0.1266329	0.17620733	0.23650177	0.1154327	0.07482793
a20	0.026183952	0.37943128	0.06435219	0.36182874	0.13687432	0.019555893	0.011773613
a31	0.083514005	0.08967182	0.11163767	0.14403749	0.36931205	0.065708995	0.13611794
a37	0.07163188	0.116226785	0.1161109	0.5057581	0.17030923	0.016548175	0.0034149124
a24	0.07195654	0.06861009	0.08444337	0.08954571	0.49675962	0.09506854	0.09361606
a28	0.16850682	0.13511176	0.111844964	0.080856934	0.39717126	0.07454717	0.031961106
a31	0.14116071	0.14578642	0.073286444	0.059497084	0.23469383	0.22771834	0.11785716
a24	0.080677435	0.23573163	0.06643234	0.10858717	0.21378136	0.17395623	0.12083383
a35	0.4138947	0.17865202	0.061407413	0.07483577	0.052098207	0.1333985	0.08571343
a31	0.18025085	0.0890039	0.044491827	0.042791042	0.04728882	0.34114385	0.25502974
a20	0.13473792	0.14401524	0.036490485	0.05919105	0.09952343	0.20807251	0.31796938
</S>	0.3432127	0.19023035	0.08944106	0.10000964	0.07678968	0.12044865	0.079867825
