 	se	vuoi	restare	sempre	magro	non	magniare	la	sera	</S>
a31	0.0027834764	0.064210474	0.2241354	0.09869735	0.09820517	0.008339187	0.012359431	0.028862108	0.121575214	0.34083217
a24	0.005213304	0.03832404	0.106008686	0.047183093	0.7803582	0.020243961	3.2039945e-05	0.0012961627	0.0006313042	0.0007091983
a16	0.0383544	0.10860568	0.125814	0.17034855	0.3332323	0.18254872	0.0061412323	0.022205139	0.003052824	0.009697119
a28	0.015157871	0.06058721	0.15081191	0.23054546	0.37149045	0.15129024	0.0024880725	0.0073082363	0.0028378174	0.007482724
a31	0.013372805	0.07263041	0.23217098	0.25415066	0.21360482	0.20162864	0.000550361	0.004841439	0.0026968827	0.0043530273
a37	0.0018348851	0.012408228	0.058194615	0.032337002	0.7842275	0.10869521	3.5405013e-05	0.0011839217	0.00027723686	0.00080598204
a24	0.006564295	0.03916788	0.37456447	0.27631563	0.23582518	0.04221831	0.0001097941	0.004638554	0.009020811	0.011575044
a46	0.0061179106	0.025155274	0.21977311	0.34683454	0.33166462	0.05918397	0.00020794675	0.0020516093	0.0041408013	0.0048702233
a31	0.012048505	0.0361882	0.19831018	0.37369192	0.33194846	0.027808337	0.00025308479	0.0022947546	0.008049122	0.009407443
a10	0.02894648	0.25469685	0.05708803	0.0667973	0.5568611	0.027042964	0.00068124826	0.0015354919	0.001618558	0.0047320304
a11	0.024931593	0.22332908	0.33302635	0.25610787	0.09862498	0.010249445	0.00197484	0.0069531086	0.019413892	0.02538887
a31	0.03863791	0.12967165	0.20511293	0.3078329	0.2855862	0.017246358	0.0010714446	0.0012157547	0.0024934271	0.011131496
a0	0.051590927	0.49369055	0.09810341	0.06446111	0.23063377	0.04732092	0.0018028222	0.0051293215	0.0025379974	0.0047291303
a31	0.019018454	0.094307914	0.3427041	0.36908957	0.0966432	0.009753517	0.0010168778	0.0038887195	0.021282196	0.042295408
a39	0.027701318	0.49625486	0.07739543	0.09958623	0.15851746	0.07481026	0.0090118125	0.024978606	0.013158032	0.018585976
a29	0.04100135	0.17232096	0.35440674	0.28436646	0.07823383	0.009439839	0.0012075942	0.0036473877	0.02117819	0.03419765
a41	0.03363807	0.17736426	0.31198028	0.32447872	0.10391229	0.026168862	0.0032784643	0.004628211	0.0074138246	0.0071370304
a35	0.073849864	0.345698	0.27040425	0.12810175	0.07123738	0.035304163	0.0074730893	0.016612947	0.029445115	0.021873364
a20	0.104775734	0.3922054	0.27026746	0.050781943	0.04143413	0.06842561	0.00687933	0.016658565	0.029224202	0.019347692
a31	0.070037715	0.33578214	0.2854125	0.05153316	0.045373015	0.08695246	0.010660992	0.02825271	0.052081376	0.033913925
a37	0.0239066	0.54795736	0.1847529	0.03851079	0.110265456	0.042637635	0.004615161	0.017881326	0.011168163	0.01830453
a2	0.09957028	0.43399608	0.19440664	0.04151467	0.02393806	0.033310924	0.0052724537	0.014182831	0.054169714	0.0996383
a20	0.06166888	0.23657916	0.14704223	0.052268766	0.01565375	0.042575657	0.011382774	0.03627865	0.09079074	0.30575934
a0	0.114268534	0.5793723	0.11169285	0.025094237	0.024500497	0.05787546	0.012177188	0.017421935	0.022214545	0.035382472
a31	0.07969705	0.2212872	0.16560437	0.056473803	0.025608135	0.047568686	0.017460367	0.027295407	0.11395952	0.24504541
a16	0.087806806	0.11616238	0.09778309	0.03581199	0.02058189	0.06970178	0.034757737	0.060461935	0.10366398	0.37326846
a31	0.1094144	0.5679661	0.108754225	0.027376957	0.021883214	0.042430576	0.011900534	0.016109684	0.028323576	0.06584072
a20	0.09022626	0.059446152	0.046386685	0.019262416	0.013441435	0.10975567	0.06677645	0.10306305	0.13263273	0.3590091
</S>	0.120196655	0.45796505	0.10692633	0.04659715	0.043858044	0.06083746	0.038716253	0.040778562	0.041111328	0.043013196
