 	se	vuoi	vivere	non	essere	grasso	bisogna	mangiare	poco	</S>
a31	0.0059340275	0.14283165	0.06477748	0.087215856	0.15660949	0.013557318	0.0038465478	0.0035520918	0.01623806	0.50543743
a20	0.012170491	0.111807875	0.47418368	0.23877974	0.014849865	0.018062627	0.0045237644	0.10080579	0.006890284	0.017925907
a31	0.023124069	0.027568672	0.46346223	0.2626522	0.018324492	0.018422538	0.109270796	0.06249134	0.0098716	0.0048120706
a28	0.0013001018	0.00047031633	0.027540393	0.0036661	0.0038132882	0.046645522	0.3545714	0.56122476	0.00045185344	0.00031629403
a37	0.015405697	0.02241892	0.17235334	0.19447465	0.026716342	0.10684989	0.1377708	0.1563217	0.04071713	0.1269715
a24	0.03440313	0.16388321	0.115718246	0.18267	0.0048029837	0.32274598	0.14361896	0.017739182	0.000981776	0.013436545
a31	0.023300502	0.055210724	0.29178274	0.36141825	0.004751025	0.1421809	0.07063041	0.0136166215	0.0051347907	0.031974033
a20	0.003099045	0.040213067	0.0036291888	0.0037716688	5.7240773e-05	0.2868273	0.6597899	0.0021819316	0.00018689866	0.00024372831
a1	0.028244058	0.37115088	0.18742293	0.22997113	0.0039400775	0.12260296	0.033485614	0.0007335004	0.0011044146	0.02134439
a31	0.08086368	0.23245724	0.19144784	0.19074239	0.0019342804	0.18481974	0.11320335	0.0016183988	0.00066715427	0.0022459219
a28	0.0028592132	0.041075073	0.003974086	0.0036160941	6.729459e-05	0.43640393	0.5073907	0.0041836244	0.00025267323	0.00017735074
a24	0.047076415	0.36464897	0.12128107	0.14343242	0.0046322327	0.21493556	0.087708086	0.001465687	0.0016768645	0.013142726
a28	0.053440783	0.33379823	0.17095016	0.1899574	0.0022659379	0.21238743	0.0282168	0.0020453597	0.0012495762	0.0056882612
a24	0.08303573	0.46209136	0.16132104	0.1117387	0.002518457	0.13779464	0.032764323	0.0006455829	0.0020704805	0.0060196673
a46	0.09884715	0.54310745	0.107949	0.0583601	0.0024230732	0.14343917	0.025773872	0.0028406074	0.004450555	0.012809026
a14	0.12250258	0.5558521	0.07873801	0.04285617	0.005180819	0.11718455	0.034150586	0.004658811	0.0108668655	0.028009435
a31	0.061029956	0.6845772	0.066643946	0.037072785	0.0074287406	0.058125995	0.013634673	0.0056524794	0.018919114	0.0469151
a11	0.047318507	0.6376082	0.037439376	0.0097104935	0.0017603186	0.16117723	0.04659263	0.043412212	0.0058626444	0.009118372
a31	0.054977726	0.60208285	0.06546224	0.05728338	0.021135772	0.050505757	0.03994862	0.008749074	0.013159945	0.0866946
a47	0.022460511	0.6312475	0.05680708	0.026957806	0.012887755	0.05942394	0.121546425	0.025993396	0.012401269	0.030274287
a31	0.0813924	0.32944468	0.26095268	0.1880276	0.009660458	0.036754854	0.021622648	0.003956953	0.0018439206	0.0663438
a24	0.03771994	0.5774889	0.089369684	0.04556467	0.0061128857	0.084165886	0.10775005	0.012472117	0.024962857	0.014393072
a1	0.12244804	0.6346069	0.07311023	0.048160873	0.012243022	0.051088452	0.031463817	0.0064723142	0.005021566	0.015384804
a20	0.080220915	0.49388018	0.11525972	0.104155906	0.065364845	0.033061918	0.02594812	0.010776548	0.01480545	0.056526497
a31	0.08732542	0.33090115	0.12370086	0.14950114	0.16278324	0.03844864	0.037617054	0.007915582	0.013349528	0.048457384
a20	0.041361894	0.40596887	0.04056614	0.026121872	0.033973824	0.03165827	0.29278344	0.05213218	0.032726876	0.04270662
a37	0.10726167	0.5536124	0.05309757	0.03842652	0.020336209	0.09619864	0.048914284	0.032687142	0.02360027	0.025865301
a24	0.10158518	0.28283545	0.098834336	0.09142653	0.059338704	0.14253823	0.10309284	0.041003823	0.04077298	0.038571946
a29	0.11317934	0.21283917	0.122927204	0.13544914	0.1093794	0.12348956	0.10372616	0.020344332	0.022771059	0.03589463
a20	0.1062366	0.21133031	0.12211722	0.12837626	0.089054324	0.14273928	0.10687212	0.027255107	0.028269239	0.037749495
a10	0.09212063	0.24113256	0.10834482	0.107826345	0.06643685	0.16997017	0.099858396	0.03684026	0.036020298	0.04144962
a31	0.079921015	0.28219527	0.090089984	0.08602301	0.055330537	0.17984013	0.088955864	0.04733159	0.045265798	0.04504677
a17	0.014358513	0.056566004	0.008844285	0.0043813135	0.0028701583	0.16744632	0.5671317	0.16260253	0.011346718	0.004452508
a20	0.09491548	0.41676676	0.046872806	0.03362677	0.014897503	0.11307087	0.094798066	0.07565922	0.056138147	0.05325444
a28	0.068615235	0.33801252	0.06943319	0.064979956	0.05124499	0.1531265	0.08230799	0.059276752	0.06268664	0.050316162
a0	0.067627765	0.36378095	0.06980032	0.06814752	0.059929393	0.123703204	0.06997214	0.05978315	0.059110776	0.05814486
a18	0.06712072	0.3635904	0.07022234	0.06937299	0.06275521	0.119106635	0.0689498	0.059650943	0.059042748	0.060188208
a33	0.0670238	0.3669998	0.06981467	0.069445856	0.065238334	0.10786266	0.06834482	0.061412945	0.061030407	0.06282675
a20	0.068141386	0.36501172	0.07005638	0.06991289	0.067570366	0.09513839	0.06900644	0.06475895	0.06447991	0.06592357
a31	0.0677643	0.36583877	0.06993524	0.069835	0.067475006	0.096813455	0.06874733	0.06412308	0.06389502	0.06557289
a8	0.017147169	0.03383055	0.014516824	0.011631093	0.010319801	0.10572254	0.7255398	0.058261495	0.012293602	0.010737078
a23	0.059727885	0.4114819	0.0371416	0.030542232	0.024005817	0.07462007	0.06401844	0.12742788	0.089754574	0.0812796
</S>	0.06892422	0.36287847	0.07003727	0.06964709	0.06711092	0.092490114	0.07003032	0.06648789	0.06618928	0.06620443
