 	il	muro	vuole	uno	specchio	</S>
a46	0.11289255	0.050692372	0.10608855	0.056306463	0.13956891	0.5344511
a31	0.28246924	0.050203346	0.033578653	0.021126954	0.41168723	0.20093454
a24	0.060543135	0.00042693233	0.061283622	0.0033025825	0.8744287	1.4973284e-05
a37	0.034347907	0.0021240516	0.5327515	0.06596312	0.36468166	0.00013178232
a18	0.39472088	0.056359433	0.280694	0.048824403	0.21104766	0.008353666
a20	0.52510506	0.042842314	0.2108071	0.06311078	0.11562375	0.042511065
a41	0.63996834	0.02762767	0.06158	0.02855037	0.056503594	0.18577008
a31	0.54974777	0.035775002	0.042160813	0.033315584	0.04165882	0.2973421
a11	0.5892864	0.028565397	0.11367304	0.072836965	0.04738453	0.14825363
a31	0.33605003	0.053037334	0.056615606	0.024143899	0.04410439	0.48604885
</S>	0.09823712	0.03910018	0.0852552	0.09353098	0.050965525	0.63291097
