 	i	bambini	piccoli	li	vestono	i	genitori	</S>
a17	0.0519404	0.024650017	0.13980883	0.04615439	0.0390799	0.04690393	0.28327128	0.36819127
a20	0.082425244	0.6333012	0.084641196	0.0017326432	0.11421594	0.01206417	0.01749851	0.05412105
a28	0.0007337952	0.06699606	0.0010216847	0.00027606793	0.9191482	0.009510852	0.001896907	0.00041637835
a7	0.012399277	0.66937727	0.008412246	0.007634656	0.25974077	0.006629759	0.022897607	0.012908356
a20	0.034406587	0.6831411	0.026526071	0.10392986	0.1137748	0.025471319	0.005009271	0.007740914
a31	0.14267069	0.5993877	0.005863284	0.018462658	0.17856957	0.03129664	0.0004892689	0.023260172
a11	0.0064461483	0.94661427	0.00023090476	0.0020651282	0.0413472	0.0020276355	0.0007283411	0.00054036226
a31	0.5666258	0.107743114	0.06188122	0.02659068	0.108613215	0.041076973	0.019305047	0.06816393
a11	0.022241892	0.91090846	0.0018248346	0.007948362	0.050230976	0.004100048	0.00188434	0.0008610205
a41	0.49436086	0.15291905	0.0816633	0.0143557945	0.04920878	0.031922523	0.041385893	0.13418368
a8	0.4000278	0.37136295	0.006068364	0.012010903	0.14895196	0.015953008	0.0028236774	0.04280131
a30	0.5313903	0.3006292	0.005331771	0.008192728	0.07694349	0.027931793	0.0044405414	0.04514018
a31	0.5780901	0.23583305	0.0054311864	0.006111411	0.079334594	0.035994437	0.0063571287	0.05284823
a13	0.15498874	0.5012807	0.08458136	0.051714793	0.14501365	0.02465419	0.028535554	0.009230978
a31	0.24171452	0.23142779	0.09817697	0.022339158	0.040459014	0.031724617	0.054435663	0.2797223
a41	0.2467415	0.09228977	0.27641752	0.08173396	0.103559345	0.048805017	0.08078665	0.06966624
a20	0.22890821	0.2557604	0.07692073	0.028558634	0.05968285	0.04308012	0.046284296	0.2608048
a31	0.20184009	0.13938372	0.12380599	0.025611749	0.04389117	0.06806314	0.08557832	0.3118258
a20	0.08711637	0.080922455	0.1155016	0.025314666	0.035984404	0.021166733	0.04939619	0.5845975
a31	0.20766087	0.27776915	0.08091857	0.0651515	0.10891672	0.08127791	0.06483836	0.11346693
a13	0.13265674	0.1572585	0.05338575	0.073983744	0.11649627	0.06384857	0.06051175	0.34185866
a24	0.20224518	0.27659988	0.08769154	0.08108781	0.115489304	0.082783066	0.07499797	0.079105236
a18	0.13300991	0.14926378	0.119710565	0.102384895	0.11025983	0.107917465	0.11100132	0.16645229
a31	0.12449867	0.1371336	0.12363966	0.10344322	0.10717768	0.10770537	0.1151519	0.1812499
a8	0.099320315	0.078666754	0.037739683	0.070280634	0.11818877	0.117861	0.05383436	0.42410848
a31	0.13923787	0.15110323	0.118685335	0.11687426	0.12269712	0.11700072	0.11594638	0.1184551
a8	0.10250404	0.06303754	0.03627655	0.09925524	0.15002523	0.1576924	0.070363976	0.32084504
a31	0.13430661	0.1427945	0.1209332	0.12000056	0.1235272	0.119283564	0.119359344	0.119794965
</S>	0.10570802	0.06016769	0.03615462	0.10966305	0.15756579	0.16561201	0.07723062	0.28789827
