 	puoi	non	parlare	di	questa	cosa	con	Anna	</S>
a8	0.017677337	0.0033770362	0.035667	0.014897455	0.0043076454	0.0013019312	0.011345606	0.49465415	0.4167718
a28	0.21225634	0.13536035	0.46408668	0.06633074	0.025307165	0.05045017	0.002971595	0.017291581	0.025945386
a31	0.03299258	0.0040825866	0.052232817	0.0069391886	0.020090247	0.81493264	0.00035447028	0.06816655	0.00020883989
a8	0.2967099	0.000907043	0.57544285	0.0045062685	0.005648536	0.10874857	7.747898e-05	0.007957816	1.5810881e-06
a31	0.046161305	0.02472442	0.06620969	0.0980939	0.31448534	0.4017102	0.014725041	0.015345359	0.018544756
a28	0.03679259	0.007251177	0.060053032	0.14424373	0.19329144	0.52496934	0.0037952329	0.019033166	0.010570361
a10	0.09570897	0.030442558	0.13218184	0.28251603	0.28821102	0.025255654	0.018768014	0.049246658	0.07766925
a39	0.13946903	0.04160718	0.3066457	0.2888879	0.12047166	0.025280254	0.0117313	0.017204816	0.048702113
a31	0.14797048	0.07640978	0.28481287	0.2949769	0.09474979	0.0035329168	0.0074822805	0.03877167	0.051293284
a20	0.49563795	0.11498958	0.076643124	0.04199384	0.09555708	0.07146487	0.0019883655	0.06268621	0.039039
a31	0.20723592	0.078091696	0.22260706	0.20028704	0.051630426	0.0013749677	0.00657229	0.12532233	0.10687824
a18	0.2049772	0.091874875	0.12472718	0.22801334	0.21948709	0.047448765	0.013679352	0.027491845	0.042300284
a41	0.2966631	0.12501036	0.09561304	0.19355705	0.09249774	0.006205384	0.006652087	0.093378924	0.09042227
a7	0.23561504	0.097115785	0.2600183	0.2586072	0.08703485	0.0022704364	0.00970811	0.025986645	0.023643648
a38	0.36520702	0.092892684	0.18184416	0.14671631	0.048899774	0.0035526806	0.021001626	0.082191214	0.057694554
a10	0.40060166	0.07532195	0.13605577	0.09038961	0.053111777	0.007101338	0.03512899	0.11648571	0.08580325
a31	0.26317123	0.06852046	0.103662804	0.0829819	0.06106623	0.023966346	0.042410985	0.18373154	0.17048845
a46	0.3115124	0.060025517	0.10963976	0.017349152	0.016171064	0.20754762	0.013844037	0.14881727	0.11509319
