 	ora	ho	finito	di	scrivere	</S>
a23	0.023505336	0.0027588326	0.004220259	0.018181054	0.8601688	0.09116573
a31	0.2001529	0.15092601	0.13323931	0.38427633	0.0027073312	0.12869816
a28	0.71078545	0.28735724	0.0010361309	0.0008099186	1.0936972e-05	3.7494462e-07
a31	0.044856355	0.19147648	0.17919175	0.5607268	0.006647666	0.017100912
a41	0.09816132	0.62044126	0.12353871	0.04717748	0.060479067	0.050202157
a21	0.017035535	0.09644718	0.07729952	0.42760256	0.28324568	0.0983695
a24	0.054622926	0.31548887	0.07930871	0.120747305	0.36747387	0.06235838
a31	0.14084245	0.0655007	0.016811531	0.005763789	0.69730556	0.07377601
a39	0.094494075	0.8107941	0.036765914	0.009329646	0.046937134	0.001679177
a31	0.1745019	0.0088669835	0.009159766	0.011807743	0.69251025	0.10315337
a28	0.35654324	0.13225393	0.14538142	0.24881662	0.05167988	0.06532501
a31	0.32024983	0.16479862	0.0331915	0.028600859	0.32623002	0.12692916
a20	0.45108405	0.25234118	0.057244975	0.06654442	0.028311519	0.14447379
a37	0.39757967	0.15368988	0.06420669	0.056114014	0.23550065	0.09290912
</S>	0.28782463	0.13635737	0.07753554	0.0944929	0.26249954	0.14129005
