 	sembra	che	il	ladro	è	entrato	da	qui	</S>
a31	0.1615483	0.05323052	0.06989124	0.0582817	0.025296662	0.033861782	0.04214882	0.0832568	0.47248423
a28	0.05463646	0.015271391	0.108064294	0.7566314	0.022031443	0.0032764121	0.0028586534	0.015491302	0.021738665
a37	0.055249408	0.63814	0.11026155	0.09931644	0.06266262	0.0026320315	0.015837269	0.006380712	0.009519917
a31	0.10118264	0.18739957	0.26971066	0.2131672	0.12462734	0.015319799	0.05930011	0.009933186	0.019359577
a11	0.13378146	0.16606826	0.22035307	0.32483253	0.11222294	0.013163198	0.025219971	0.0021424792	0.0022160888
a31	0.027648319	0.31735176	0.16749215	0.3469843	0.06106895	0.007373796	0.017387228	0.0342279	0.020465564
a20	0.12601225	0.09292359	0.29078126	0.31518316	0.10373506	0.015009998	0.04515081	0.0062156324	0.0049882317
a31	0.12672333	0.14091513	0.1325956	0.35116798	0.062509485	0.028213196	0.015520359	0.049121	0.09323395
a39	0.03758439	0.07637332	0.39033106	0.30680418	0.06938573	0.0037658068	0.084702015	0.016708221	0.014345235
a31	0.18428905	0.07864792	0.17289652	0.42074102	0.06559008	0.0299336	0.009918859	0.012871752	0.02511122
a13	0.053697016	0.042178154	0.28945732	0.33571872	0.06654478	0.0051242323	0.10004599	0.053749073	0.05348471
a31	0.16414107	0.044085044	0.19267127	0.4996874	0.057969477	0.019618856	0.007898482	0.0076632863	0.006265099
a13	0.08325114	0.03491424	0.19385807	0.46054223	0.0758123	0.008735481	0.04490891	0.045944616	0.052032985
a31	0.18703781	0.044308256	0.17457733	0.5096983	0.043941148	0.020503243	0.0068037743	0.00862407	0.0045060613
a39	0.16232361	0.06792025	0.1634009	0.44697934	0.06814812	0.01490346	0.024974028	0.03281641	0.0185339
a11	0.24912003	0.056223083	0.14825359	0.45277297	0.042682458	0.028354174	0.0065236436	0.011751868	0.0043182187
a46	0.2639145	0.061899725	0.17803684	0.37558854	0.051152892	0.030259375	0.010952574	0.019494226	0.008701329
a18	0.456533	0.12854357	0.08072424	0.10614462	0.08226474	0.07908457	0.016190086	0.03581413	0.014701059
a31	0.44291714	0.13297339	0.060000423	0.07119005	0.09658321	0.106029786	0.022540322	0.04304549	0.024720123
a39	0.25789374	0.28701067	0.16896318	0.09030037	0.023575136	0.05358484	0.0429713	0.057368964	0.018331816
a18	0.4330172	0.16671611	0.0760634	0.071340024	0.083396986	0.08179392	0.024971396	0.039491143	0.02320989
a46	0.36478826	0.1318834	0.06863954	0.07141264	0.1063759	0.10982887	0.043218803	0.059457093	0.04439553
a31	0.33139223	0.10358003	0.076228715	0.078629576	0.100522354	0.10503593	0.06377791	0.07325505	0.0675782
</S>	0.18667151	0.24728635	0.05852073	0.039633982	0.028455252	0.11853551	0.117035046	0.15815493	0.045706745
