 	non	ho	cosa	a	fare	</S>
a8	0.055569943	0.07133144	0.3033158	0.10142285	0.28449136	0.1838686
a31	0.016358351	0.07093023	0.020507796	0.20110096	0.6550793	0.036023416
a37	2.5990053e-05	0.0073440676	0.039049774	0.09374185	0.85982865	9.648978e-06
a11	5.168622e-05	0.00047890597	0.0020434433	0.008227419	0.98918414	1.4418019e-05
a13	0.37099725	0.22756472	0.1654183	0.10928832	0.05506951	0.071661755
a20	0.08859275	0.19120583	0.14804184	0.14683235	0.41715428	0.008172907
a31	0.46083945	0.13974203	0.089598976	0.13590895	0.055385098	0.118525505
a8	0.03509157	0.056100246	0.04027361	0.054924898	0.79048604	0.023123661
a31	0.2335126	0.10157995	0.10224161	0.12800267	0.31163692	0.1230262
a46	0.058254953	0.21556997	0.25490865	0.07786933	0.24808449	0.14531268
a8	0.18823779	0.21114469	0.13525662	0.08133741	0.2997047	0.08431884
</S>	0.16352466	0.22761858	0.16097993	0.08288955	0.2631849	0.10180238
