 	il	abito	della	sposa	corassi	si	chiama	la	sposa	ee	ee	vuole	bianco	</S>
a31	0.0015931954	0.0017032578	0.008682817	0.0052329814	0.00500285	0.009562181	0.0981587	0.09489872	0.091041535	0.24091983	0.110061765	0.022548333	0.044961073	0.26563275
a23	0.00093898823	0.0018843785	0.008623731	0.0021814483	0.0022162404	0.00037896642	0.019631088	0.01931844	0.014143451	0.29791254	0.6165801	0.014645614	0.0011040122	0.0004409448
a31	0.055240475	0.197079	0.19715783	0.165124	0.026412506	0.11316508	0.04327136	0.015442672	0.016310308	0.038837533	0.049122736	0.014715468	0.038777266	0.029343802
a7	0.0064964313	0.248717	0.08361444	0.006240066	0.00035407578	0.00056814414	0.0021073595	0.0006829254	0.0017645285	0.08326635	0.5360653	0.026945904	0.0027668928	0.00041066893
a10	0.023336241	0.09789141	0.15328331	0.06966596	0.0075370586	0.026908409	0.11354704	0.0979965	0.06799007	0.08688867	0.15201838	0.07624416	0.015618415	0.011074417
a38	0.010386841	0.016762594	0.016370213	0.011984313	0.0039619845	0.010718702	0.09167601	0.0846236	0.065393426	0.21083705	0.38476133	0.057929225	0.0070004216	0.027594365
a10	0.009003256	0.06805993	0.08668902	0.029670412	0.0018756569	0.007142138	0.13157523	0.14467508	0.09753989	0.17902032	0.18893802	0.027756507	0.0051835882	0.022870954
a11	0.02500007	0.609718	0.1713645	0.05080649	0.005522458	0.0049090413	0.024926174	0.018509503	0.008665291	0.022595849	0.017160695	0.0017965235	0.010123516	0.028901882
a31	0.021479705	0.21628311	0.2806901	0.112730466	0.010957731	0.031323444	0.11390506	0.09832367	0.02915242	0.045179162	0.024935957	0.004182258	0.0023715706	0.008485359
a13	0.029583829	0.57006353	0.23004967	0.031199407	0.0032349362	0.0011115301	0.021524355	0.0025948563	0.0009822325	0.030990608	0.055535793	0.0076373406	0.013507469	0.001984448
a31	0.018577676	0.06286893	0.07890555	0.028979158	0.024332067	0.010622698	0.19343951	0.14570838	0.13531546	0.09278391	0.073087834	0.01505488	0.016309813	0.10401417
a0	0.015985154	0.6734588	0.083829336	0.01180524	0.020857021	0.011024145	0.024912218	0.023022244	0.019064952	0.029435452	0.044507794	0.012944406	0.025657684	0.0034955114
a31	0.012387354	0.04283767	0.04850673	0.019719565	0.009098616	0.0073518874	0.29902217	0.1844752	0.1279781	0.11870042	0.050767563	0.0056851306	0.0050662295	0.068403296
a39	0.009094625	0.17533767	0.04951478	0.01727243	0.03612181	0.026513161	0.06245147	0.079388864	0.09627294	0.114148706	0.1111826	0.07021273	0.11907558	0.03341266
a31	0.015846381	0.03693252	0.023988256	0.012899638	0.011901919	0.0068856617	0.31770808	0.14019777	0.16055475	0.16761099	0.05731754	0.0050910357	0.0051306128	0.037934903
a17	0.003219955	0.037168935	0.019701904	0.008090875	0.016251259	0.014007216	0.04734542	0.0656578	0.119733825	0.1594384	0.16707297	0.08832897	0.17097612	0.08300636
a20	0.022836125	0.05006636	0.025100486	0.014038638	0.023377221	0.0053846994	0.22191158	0.09978577	0.13807744	0.25778702	0.09597146	0.0076845763	0.008054212	0.02992434
a21	0.017779918	0.047821995	0.07958502	0.033163767	0.03575518	0.019573547	0.2010091	0.17070828	0.14116104	0.075315684	0.06818808	0.019320397	0.02059079	0.07002728
a31	0.017621806	0.13104329	0.16197388	0.054903835	0.040448505	0.012661827	0.0795058	0.07292621	0.08814669	0.06834834	0.08559226	0.033252493	0.040369585	0.11320548
a18	0.0073524797	0.13429724	0.049199723	0.017697835	0.024235886	0.011824341	0.09499734	0.10388281	0.07659941	0.06309049	0.0702188	0.06965495	0.13339606	0.14355269
a46	0.059037913	0.27650583	0.06414802	0.0403734	0.10369977	0.0059568714	0.092685886	0.038060635	0.057725213	0.049462277	0.039113704	0.033512052	0.042486764	0.097231664
a31	0.017911695	0.16381745	0.057795737	0.030786201	0.040902723	0.007100754	0.10604362	0.052228637	0.0916844	0.07297932	0.090407185	0.03715041	0.031552542	0.19963932
