 	le	ragazze	vogliono	guardate	</S>
a10	0.07117861	0.08041936	0.04186833	0.40554512	0.40098858
a20	0.004243549	0.96028864	0.026550816	0.0016291909	0.007287774
a31	0.20876558	0.651683	0.13300508	0.005882419	0.0006639483
a20	0.016727142	0.76081383	0.22241893	3.981138e-05	1.6168948e-07
a11	0.015893796	0.9775169	0.0059847906	0.00048038992	0.00012418839
a31	0.5604404	0.10650013	0.26282048	0.019585371	0.050653525
a0	0.1238771	0.79510957	0.019148357	0.019758753	0.042106163
a31	0.4534376	0.06186463	0.042762235	0.14332882	0.2986067
a39	0.21810518	0.6237265	0.12105474	0.014884598	0.022228977
a18	0.6580144	0.18433705	0.01804443	0.033894926	0.10570918
a31	0.4048109	0.03193295	0.023100728	0.15695032	0.38320512
a8	0.51201993	0.34988457	0.04103676	0.030745257	0.06631349
a31	0.63423705	0.15565817	0.04692276	0.055771172	0.10741095
a46	0.42662057	0.437816	0.089372866	0.01577269	0.03041797
a18	0.49536103	0.26039642	0.07423322	0.069280125	0.100729145
a35	0.3872613	0.17904074	0.108434126	0.13374563	0.1915182
a31	0.24468853	0.19029048	0.14886528	0.18474992	0.2314059
a39	0.42194545	0.31114623	0.20149049	0.033928253	0.0314896
a8	0.26004714	0.20033424	0.17762007	0.1764615	0.18553704
a23	0.20771058	0.19824268	0.19113529	0.1981425	0.204769
</S>	0.20265296	0.19891912	0.19394904	0.20012969	0.20434916
