 	perché	aveva	lavorato	tutta	la	settimana	</S>
a31	0.060542457	0.025540557	0.07642387	0.044335984	0.024091635	0.07647126	0.69259423
a20	0.23367016	0.035163403	0.26224306	0.10365738	0.025336526	0.016618509	0.323311
a31	0.14739491	0.4372128	0.1467626	0.10243585	0.10980605	0.033810023	0.022577835
a18	0.8328618	0.038187124	0.039949656	0.04029569	0.037251383	0.00586279	0.005591609
a31	0.024215586	0.15883037	0.28538612	0.30973226	0.1436397	0.012180915	0.06601509
a37	0.037325837	0.10795213	0.1589094	0.44309953	0.21002644	0.033724073	0.008962618
a13	0.041537903	0.17988554	0.51506793	0.19373289	0.032914322	0.019466195	0.01739525
a31	0.038291693	0.1393258	0.2686723	0.3262364	0.13920176	0.04955058	0.03872149
a20	0.009299061	0.047342222	0.16961567	0.55023444	0.14312361	0.048604045	0.031780973
a46	0.38154465	0.082017414	0.16402647	0.21749382	0.042731524	0.022262085	0.089924015
a31	0.12645844	0.04807884	0.38747573	0.121777065	0.03242349	0.110466175	0.17332028
a13	0.031042032	0.028611774	0.30915484	0.22427471	0.04614411	0.13806364	0.222709
a20	0.6583549	0.040530585	0.095703095	0.102863	0.035177868	0.023696264	0.043674394
a31	0.5100345	0.02833602	0.109154336	0.048156258	0.028650628	0.048507113	0.22716114
a46	0.16645223	0.036946423	0.088637136	0.203317	0.06374924	0.12085602	0.32004195
a39	0.67982346	0.03698405	0.067975044	0.08491543	0.04932314	0.03904633	0.041932482
a41	0.68463296	0.043283217	0.06993673	0.057331868	0.04138251	0.04040685	0.063025855
a46	0.4111995	0.07845022	0.09579891	0.09346664	0.0856655	0.09137047	0.14404868
a39	0.39648083	0.09261894	0.09659379	0.10285965	0.08848911	0.09371267	0.12924494
a8	0.36957303	0.10677782	0.09943528	0.11441176	0.0960116	0.099261895	0.114528574
</S>	0.30396733	0.11918208	0.11117937	0.12295806	0.109532334	0.11195757	0.121223204
