 	dopo	Giovanni	é	tornato	a	casa	</S>
a31	0.11861811	0.019470833	0.026187379	0.06291594	0.03336645	0.15113118	0.5883101
a20	0.09758221	0.113819465	0.11596334	0.3961238	0.19088587	0.056716546	0.028908698
a17	0.005165767	0.047393925	0.32454896	0.5887085	0.026333675	0.006217508	0.0016316794
a31	0.1407705	0.15938021	0.100220904	0.07930228	0.28102422	0.16500343	0.07429851
a39	0.08758572	0.1704781	0.14798531	0.28877044	0.112609096	0.037749622	0.15482172
a31	0.31306255	0.052067738	0.013039634	0.0050900187	0.035944164	0.0590988	0.52169704
a20	0.24518937	0.22698465	0.18316942	0.13527916	0.14239736	0.027978374	0.039001588
a31	0.39571834	0.027342033	0.03197327	0.02195038	0.016836554	0.050624415	0.455555
a13	0.26835027	0.27475125	0.12630767	0.076294795	0.14911236	0.046550177	0.058633525
a24	0.22946538	0.0655945	0.26286265	0.23929124	0.042269245	0.03881886	0.121698104
a46	0.6108182	0.10747355	0.04547029	0.018399222	0.033615414	0.05769644	0.12652688
a31	0.42304063	0.09097493	0.034927223	0.023087643	0.06246387	0.13517323	0.23033246
a20	0.3494925	0.15871234	0.06282833	0.013969144	0.09022327	0.13940804	0.1853664
a31	0.34186527	0.08545825	0.1301987	0.15194185	0.05255599	0.074160084	0.1638199
a18	0.2393527	0.06422976	0.106435806	0.03480315	0.045269262	0.14300528	0.36690405
a20	0.1840934	0.12655753	0.22404794	0.2209989	0.07683734	0.07827738	0.08918762
a31	0.2545749	0.10915391	0.13452666	0.13223656	0.08826109	0.11749995	0.16374697
a11	0.24423727	0.12116316	0.064646974	0.027718538	0.051834755	0.1817716	0.30862767
a31	0.23503377	0.177171	0.12448359	0.11936176	0.10517457	0.12686281	0.11191248
a28	0.20732082	0.2132428	0.0629381	0.031064287	0.060533904	0.19954056	0.22535947
a41	0.26084834	0.1995638	0.12321274	0.113647535	0.09127987	0.117180645	0.09426709
a8	0.21115145	0.14136887	0.08251778	0.104820035	0.1330238	0.18049859	0.14661953
a33	0.15944156	0.1276887	0.112340875	0.19823302	0.12464019	0.14445119	0.13320443
</S>	0.12850007	0.09959685	0.11366337	0.33086652	0.10137349	0.11185786	0.114141755
