 	mia	figlia	vuole	andare	</S>
a46	0.28434107	0.19682398	0.13317625	0.17437573	0.21128298
a31	0.11808214	0.27875042	0.15588991	0.28469715	0.16258042
a7	0.035255603	0.046180524	0.11704365	0.80151284	7.3160263e-06
a20	0.051263407	0.017404707	0.14138123	0.7648332	0.025117472
a31	0.19623509	0.26040548	0.20809484	0.29852447	0.036740102
a46	0.22495335	0.709015	0.024202183	0.023372617	0.018456811
a31	0.5125671	0.37804565	0.027556611	0.018441288	0.06338936
a46	0.09802899	0.83218783	0.030790584	0.028062642	0.010929996
a31	0.47738895	0.33769527	0.032011446	0.024287894	0.12861647
a11	0.16324124	0.5867475	0.12081897	0.053123277	0.07606903
a3	0.54520506	0.29229516	0.05758675	0.048216492	0.05669665
a31	0.36910397	0.25957227	0.1215969	0.11384734	0.13587955
a27	0.13751821	0.4064614	0.2984042	0.09878406	0.05883216
a0	0.31868926	0.22215615	0.15487951	0.1517194	0.1525557
</S>	0.23018652	0.22074588	0.18350074	0.18162702	0.18393981
