 	lo	sentii	che	arrivò	</S>
t	0.8361095	0.10579555	0.007165755	0.02423755	0.02669156
o	0.6383465	0.246160183333	0.0151108183333	0.0500798166667	0.0503025533333
n	0.374769166667	0.319728727778	0.0886860394444	0.0811184388889	0.135697917778
ì	0.242864722222	0.415011909259	0.117749079815	0.0730093796296	0.151365572593
k	0.177998507407	0.44885463642	0.100751426605	0.0685433598765	0.203852457531
u	0.0881818358023	0.280822878807	0.305841142202	0.0833052866255	0.241849219177
s	0.0560106786008	0.144099492936	0.494236714067	0.0976742622085	0.207979473059
a	0.0442965262003	0.0844362309787	0.456446238022	0.163830420736	0.250991157686
k	0.0316057220668	0.0607266103262	0.408493079341	0.279067473579	0.220107385895
a	0.0160687540223	0.0349818367754	0.280712393114	0.436477824526	0.231759128632
ì	0.0105888146741	0.0181161622585	0.114751997705	0.593154941509	0.263387709544
r	0.0055146582247	0.0086340674195	0.054297399235	0.724578980503	0.206974236515
t	0.0060985760749	0.00829731913983	0.0473860330783	0.701642660168	0.236575078838
e	0.0075217853583	0.00892952304661	0.0425662776928	0.571573220056	0.369409359613
</S>	0.00625388267915	0.00646408652331	0.0274470388464	0.527909610028	0.431925679806
