 	li	vestono	i	genitori	</S>
t	0.8701	0.053584295	0.01303187	0.01918661	0.044096985
u	0.654635666667	0.238344098333	0.0207532566667	0.0264533366667	0.059813295
s	0.355040388889	0.398879699444	0.0434665188889	0.0862074122222	0.116405731667
i	0.18514862963	0.525681566481	0.052693472963	0.107398970741	0.129077243889
n	0.112736076543	0.482820855494	0.132802990988	0.14964082358	0.121999081296
d	0.080451292181	0.316504285165	0.185653330329	0.180046674527	0.237344027099
ì	0.085172630727	0.354526095055	0.218701776776	0.0951992248423	0.246400009033
n	0.0623368435757	0.323255698352	0.262929592259	0.0743083416141	0.277169669678
n	0.0489905811919	0.204201932784	0.255006530753	0.133630447205	0.358170556559
o	0.050127227064	0.121992544261	0.226599176918	0.245730149068	0.355550852186
n	0.0345976423547	0.0724976814203	0.220251725639	0.318451716356	0.354201617395
e	0.0308165141182	0.0510917938068	0.19988034188	0.271073572119	0.447138205798
i	0.0355199047061	0.0436946646023	0.110460080627	0.239806190706	0.570519068599
g	0.021900234902	0.0267382682008	0.103691226876	0.354265063569	0.493404689533
e	0.0287002783007	0.0306577027336	0.113664908959	0.364411354523	0.462565229844
n	0.0307751027669	0.0309479509112	0.099871269653	0.382716118174	0.455689409948
i	0.026458377589	0.0274362336371	0.0984396898843	0.423076039391	0.424589803316
t	0.0268642291963	0.0279124645457	0.0795079966281	0.343708346464	0.522006934439
ò	0.0145368163988	0.0172982748486	0.047922798876	0.303431115488	0.616810978146
r	0.0106601187996	0.0135349716162	0.0286303329587	0.274390038496	0.672784659382
i	0.0175172829332	0.0204588372054	0.0339142109862	0.278706346165	0.649403553127
</S>	0.0258702414666	0.0300148186027	0.0457049054931	0.292048673083	0.606361776564
