 	l	ho	sentito	che	viene	</S>
o	0.8378545	0.09792545	0.011568385	0.0082866	0.01690451	0.027460465
n	0.570033166667	0.185170483333	0.044446595	0.029948	0.0654451366667	0.104956421667
ì	0.350468055556	0.343850827778	0.0657171983333	0.0376032333333	0.0784122122222	0.123948673889
k	0.232592151852	0.375591275926	0.168555066111	0.0474011777778	0.0497917374074	0.126068757963
u	0.100154717284	0.222660891975	0.400049688704	0.0913879259259	0.0448886791358	0.140858019321
s	0.0530635390947	0.109763730658	0.455225562901	0.211146975309	0.0451827930453	0.125617439774
a	0.0342551796982	0.0613976102193	0.319079187634	0.387019658436	0.0541044976818	0.144143813258
n	0.0227599098994	0.0397877700731	0.193032829211	0.499195552812	0.100377432561	0.144846271086
a	0.0147996866331	0.025092756691	0.103910276404	0.425986850937	0.214264144187	0.215946090362
r	0.0110437755444	0.0157677922303	0.0497396088013	0.250539283646	0.454028381396	0.218881030121
t	0.0056289685148	0.0076187174101	0.0228261296004	0.152447561215	0.647228127132	0.164250343374
i	0.00385913950493	0.00480056580337	0.0117802298668	0.0883825870717	0.694275375711	0.196902114458
</S>	0.00281289975246	0.00331590290169	0.0073564299334	0.0532456935358	0.716168687856	0.217100557229
