 	che	non	li	aspettiamo	</S>
n	0.825691	0.07804154	0.01371493	0.03249408	0.050058655
a	0.674676333333	0.173849513333	0.02094091	0.06484056	0.0656925516667
m	0.409522611111	0.184728737778	0.189222936667	0.07099622	0.145529217222
i	0.192343037037	0.222156145926	0.341409978889	0.0604167066667	0.183674172407
t	0.120673445679	0.234903848642	0.33257265963	0.0822151688889	0.229634824136
u	0.0823724152263	0.159104749547	0.397746219877	0.11001038963	0.250766274712
s	0.0633574384088	0.116655149849	0.347636739959	0.21213146321	0.260219424904
m	0.0304919794696	0.080937783283	0.300326246653	0.24256082107	0.345683474968
ì	0.0263885264899	0.0813607610943	0.405927082218	0.158513607023	0.327810491656
n	0.0268227421633	0.0728596536981	0.377689027406	0.146412535674	0.376216497219
o	0.0201748807211	0.0533891512327	0.219575409135	0.338698845225	0.368161832406
m	0.0128965902404	0.0291791170776	0.111832003045	0.477801615075	0.368290277469
e	0.0100445600801	0.0191157390259	0.066545801015	0.484824871692	0.419468759156
</S>	0.0111802300401	0.016384119513	0.0415694005075	0.537670935846	0.393195379578
