 	sta	seduta	nel	giardino	</S>
s	0.8238215	0.1151757	0.01122687	0.01812629	0.0316498
t	0.613059833333	0.246856233333	0.0166871566667	0.02814233	0.0952544333333
è	0.510670277778	0.343270744444	0.0164746388889	0.0263603766667	0.103223887778
i	0.477355092593	0.417908914815	0.0203898996296	0.0245926588889	0.0597532725927
k	0.299898030864	0.470356638272	0.0470271665432	0.0354569862963	0.147261324198
a	0.201797343621	0.494197546091	0.0627680555144	0.0495636620988	0.191673774733
s	0.152851181207	0.410168515364	0.136876785171	0.0643201540329	0.235783591578
i	0.130005460402	0.282875171788	0.258093595057	0.0640858513443	0.264940197193
m	0.103307353467	0.210742090596	0.370577865019	0.108368383781	0.207004399064
m	0.0441021511557	0.115730630199	0.467339621673	0.151618127927	0.221209133021
è	0.0348756503852	0.094963776733	0.554815540558	0.120028309309	0.195316377674
n	0.0638713167951	0.121611925578	0.526928513519	0.10087736977	0.186711125891
i	0.068553972265	0.106101841859	0.42523483784	0.152065123257	0.24804470863
s	0.038734390755	0.050498113953	0.36385027928	0.263713707752	0.283203569543
t	0.021259923585	0.0256148313177	0.27706575976	0.370546235917	0.305513189848
o	0.016304201195	0.0165673371059	0.183552186587	0.402161745306	0.381414729949
n	0.0120205937317	0.0113620590353	0.115412962196	0.514978248435	0.34622657665
g	0.00896472457723	0.00921593301177	0.088576620732	0.587308749478	0.305934192217
h	0.0103844881924	0.00965723767059	0.079771240244	0.524772916493	0.375414064072
i	0.0117790427308	0.0104724392235	0.0702175800813	0.493321972164	0.414209021357
a	0.0128852809103	0.0112837497412	0.0492599266938	0.428083990721	0.498487007119
r	0.0087474069701	0.0070998965804	0.0384565088979	0.41072433024	0.53497166904
d	0.00415242599003	0.0032296145268	0.0355349362993	0.49054411008	0.466538556347
ì	0.00447790233001	0.00342915050893	0.0448917787664	0.49471570336	0.452485185449
n	0.00484514411	0.00371172350298	0.0494990262555	0.485290567787	0.45665339515
o	0.00886067470333	0.00830787450099	0.0378325087518	0.442060522596	0.502938131717
</S>	0.0144431873517	0.0140383372505	0.0311758043759	0.361770761298	0.578571565859
