 	devo	pulire	l	albero	</S>
è	0.7763965	0.10840625	0.026391	0.03140505	0.0574014
n	0.525954166667	0.30325275	0.0484672	0.0356468833333	0.0866791333333
a	0.256908122222	0.543081916667	0.0750426333333	0.0271026277778	0.0978647111111
k	0.125514074074	0.503106638889	0.169834877778	0.0540221425926	0.147521903704
a	0.070145791358	0.311481212963	0.337747625926	0.0846910141975	0.195933967901
t	0.038293043786	0.161220134321	0.306467275309	0.327507971399	0.166511655967
à	0.017166011262	0.0675899747737	0.173680825103	0.584285657133	0.157277551989
r	0.0135479204207	0.0477227582579	0.169864275034	0.568380885711	0.200483850663
o	0.0134151068069	0.043677386086	0.145016625011	0.559431961904	0.238458616888
t	0.011023462269	0.0337748620287	0.0871044416703	0.622007987301	0.246089205629
o	0.00834859408967	0.0212845540096	0.0518513805568	0.5018883291	0.416627068543
n	0.00589667136322	0.0135642646699	0.0424226268523	0.473317776367	0.464798356181
à	0.00510621712107	0.01139623489	0.0431438089508	0.493928592122	0.446425118727
r	0.00528417904036	0.0106306082967	0.0304741363169	0.309545864041	0.644065372909
b	0.00500614634679	0.0157214660989	0.0324572787723	0.231700288014	0.71511479097
u	0.00547121544893	0.018280512033	0.0367948929241	0.214918096005	0.72453559699
r	0.00500607848298	0.010827224011	0.0256705976414	0.232089698668	0.726406865663
o	0.00622490282766	0.00920263800367	0.0212851658805	0.220429566223	0.742857621888
</S>	0.00771488641383	0.0102227690018	0.0218367829403	0.180769283112	0.779455810944
