 	qui	dentro	vuole	un	tappeto	</S>
e	0.7602085	0.15427805	0.0137947	0.01034839	0.0248558	0.03651425
t	0.5125245	0.328257683333	0.0356651	0.0102945433333	0.0473736666667	0.0658845833333
t	0.274665833333	0.499912894444	0.0512293	0.0150985944444	0.0662896888889	0.0928041944444
ù	0.215765611111	0.605031631481	0.0380412333333	0.0156115048148	0.051898462963	0.0736517981481
m	0.147486137037	0.54997487716	0.131518177778	0.0328033749383	0.0376725209877	0.100544666049
è	0.099307545679	0.505866959053	0.224425392593	0.0382243249794	0.0285639303292	0.103611288683
s	0.102242415226	0.526447319684	0.256066130864	0.0479136749931	0.0214367667764	0.0458935962277
a	0.0917422050753	0.375140106561	0.398455376955	0.0628061249977	0.0283630222588	0.0434934987426
t	0.0613564016918	0.21731843552	0.420610458985	0.114053941666	0.0349371740863	0.151723366248
è	0.0476413338973	0.13812921184	0.400054819662	0.185239647222	0.0368954246954	0.192039355416
l	0.0390831446324	0.11519483728	0.374767273221	0.179439882407	0.0671271748985	0.224388018472
i	0.0306265482108	0.0802021124267	0.224143191074	0.307521960802	0.0948733249662	0.262633006157
è	0.0241044827369	0.0574876374756	0.135166063691	0.480065986934	0.131406708322	0.171769002052
n	0.015428227579	0.0380104124919	0.093705387897	0.455175328978	0.255702236107	0.141978667351
a	0.0103089158597	0.022069804164	0.0554855626323	0.291935342993	0.449584745369	0.170615889117
t	0.00666084195323	0.012071771388	0.0235475675441	0.147676680998	0.65286758179	0.157175463039
a	0.00428665065108	0.006426733796	0.0107542591814	0.082667393666	0.735423860597	0.16044098768
p	0.00329500688369	0.004912557932	0.00905830972713	0.0785602978887	0.739282953532	0.164890629227
p	0.00229243229456	0.00491468931067	0.00905404990904	0.0909149659629	0.720012651177	0.172810843076
è	0.00270728076485	0.00601198310356	0.00809234663635	0.0658917219876	0.671189883726	0.246106614359
t	0.00304415025495	0.00513049103452	0.00690091554545	0.0440115406625	0.607772961242	0.333140204786
o	0.00510472675165	0.00539063034484	0.00676992184848	0.0301965468875	0.536852653747	0.415686068262
</S>	0.00711127837582	0.00673715517242	0.00802461092424	0.0253791734437	0.512308826873	0.440439534131
