 	la	casa	la	costruiscono	i	muratori	</S>
t	0.752691	0.17738595	0.01376739	0.00851002	0.00840142	0.016121985	0.02312191
o	0.537766666667	0.34117365	0.0317445633333	0.0134699066667	0.0133491733333	0.0261014283333	0.0363943033333
s	0.313764888889	0.457218883333	0.0511850877778	0.0162118022222	0.0149789577778	0.0342119761111	0.112428267778
p	0.190807962963	0.513976961111	0.0590173625926	0.0161166340741	0.0171488859259	0.0468293253704	0.156102755926
ì	0.159105654321	0.63222132037	0.0532764541975	0.012169281358	0.015395138642	0.0390893551235	0.088742748642
t	0.12264985144	0.607596440123	0.153781084732	0.0325696971193	0.013906556214	0.0264971983745	0.042999146214
i	0.08216305048	0.495047480041	0.273286028244	0.0480704657064	0.0174501520713	0.0323465661248	0.0516362820713
t	0.06064535016	0.34866872668	0.373387676081	0.0854038885688	0.0191505840238	0.0360548553749	0.0766887606904
o	0.04735591672	0.190023142227	0.494297892027	0.11336559619	0.0188997613413	0.0394165184583	0.0966407535635
f	0.0358542389067	0.129814347409	0.462102630676	0.196579165397	0.0415842871138	0.0403574061528	0.0937077511878
a	0.0305401796356	0.0943053824697	0.440438210225	0.240309721799	0.0500286290379	0.0421213687176	0.102256750396
b	0.0283784965452	0.101488760823	0.426923070075	0.226722907266	0.0597261430126	0.0579081229059	0.0988530167987
b	0.0215992355151	0.124072586941	0.411075356692	0.234081969089	0.0754768143375	0.0616442409686	0.0720501722662
r	0.0218231118384	0.125796862314	0.478162452231	0.19050432303	0.0612828381125	0.0531065803229	0.0693239907554
i	0.0165221372795	0.086032587438	0.495740150744	0.25461044101	0.0527364460375	0.0429471267743	0.0514111302518
k	0.0138968124265	0.0528623624793	0.379962716915	0.319579147003	0.0668188486792	0.0459890089248	0.120890976751
è	0.0119381674755	0.0401015541598	0.280833905638	0.337433049001	0.128402616226	0.0481583363083	0.153132458917
o	0.0105358524918	0.0277015180533	0.231508301879	0.396332683	0.210244538742	0.0428958121028	0.0807814529723
n	0.00968895416393	0.0205220393511	0.14909123396	0.356183227667	0.278048512914	0.0692267707009	0.117239317657
e	0.0110450547213	0.0188184464504	0.0943482446533	0.228081409222	0.274611504305	0.140092923567	0.233002105886
i	0.0126749182404	0.0160929488168	0.0540340148844	0.150023469741	0.215163501435	0.224941307856	0.327069368629
f	0.00817122608013	0.0110743529389	0.0405304049615	0.122745823247	0.203829833812	0.337742435952	0.275905789543
a	0.00542997536004	0.00802535431297	0.0318574016538	0.090729807749	0.166203744604	0.417791145317	0.279962596514
b	0.00428134112001	0.00636499477099	0.0263399338846	0.0592978359163	0.118564048201	0.504411715106	0.280740198838
b	0.00329677637334	0.008399808257	0.0362090112949	0.0615920786388	0.1219543494	0.537699571702	0.230848399613
r	0.00727865212445	0.020027269419	0.0657056704316	0.107055459546	0.142618783133	0.392882523901	0.264431466538
i	0.0105276507081	0.022813056473	0.0660912234772	0.121648153182	0.142773961044	0.3250298413	0.311115822179
k	0.00818808023603	0.0130659988243	0.0330110911591	0.074595184394	0.141293353681	0.377410280433	0.352435607393
a	0.00967702341201	0.0116240462748	0.0185211137197	0.045247994798	0.122950617894	0.378784093478	0.413194869131
t	0.0100515944707	0.0108202287583	0.0126303345732	0.0290327315993	0.0716049726313	0.379420364493	0.486439956377
ò	0.0062898981569	0.00679877291943	0.0105459415244	0.0254943105331	0.0599477575438	0.407186454831	0.483736985459
r	0.0058330860523	0.00631443097314	0.0115912805081	0.0272118701777	0.0521681858479	0.383944818277	0.512936328486
i	0.00985993535077	0.0102646003244	0.013147626836	0.0302387567259	0.0411058619493	0.318142272759	0.577241109495
</S>	0.0139779676754	0.0143309001622	0.015325063418	0.0354196283629	0.0382349809747	0.27687113638	0.605840554747
