 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.62212	0.1815422	0.01590318	0.03005491	0.03066556	0.05437608	0.065337855
n	0.350749333333	0.3814054	0.0333932933333	0.0361876366667	0.0360323866667	0.06792946	0.094302385
a	0.190313111111	0.511400133333	0.0486699977778	0.0296904455556	0.0300888955556	0.0706149533333	0.119222561667
v	0.10490467037	0.356879911111	0.208980632593	0.0421512151852	0.0418124318519	0.0706714177778	0.174599853889
o	0.05938315679	0.18674317037	0.348253877531	0.0540017383951	0.048810477284	0.0614134392593	0.24139428463
r	0.04347281893	0.129154923457	0.30134829251	0.0918752127984	0.0715387590947	0.0656226130864	0.29698742821
à	0.0269248729767	0.075248107819	0.308764430837	0.149398737599	0.103902586365	0.0577087376955	0.27805247607
s	0.0200111576589	0.0523473026063	0.310180476946	0.234404912533	0.137868862122	0.0428116125652	0.202375492023
o	0.0141455858863	0.0384558675354	0.212287392315	0.319686637511	0.229125287374	0.0402284708551	0.146070830674
o	0.0111941019621	0.0322454558451	0.117432530772	0.32028287917	0.283562095791	0.0720420236184	0.163241276891
s	0.00824750065403	0.0240258519484	0.0946243435907	0.279131959723	0.266386365264	0.118091007873	0.209493092297
s	0.00874916021801	0.0267024839828	0.110511781197	0.275976319908	0.282030121755	0.117450235958	0.178579830766
o	0.00823823007267	0.0254703346609	0.081102460399	0.212748773303	0.225335707252	0.278118645319	0.168985743589
m	0.00508882002422	0.0157330515536	0.043778420133	0.132707924434	0.204111569084	0.41195654844	0.186623581196
ì	0.00405939334141	0.0123594138512	0.0361593400443	0.107516408145	0.204582056361	0.406506516147	0.228816527065
k	0.00360630444714	0.00839320128373	0.0242398466814	0.066578602715	0.13190255212	0.466634505382	0.298644509022
a	0.00553510814905	0.00752656709458	0.0167824488938	0.043462300905	0.0884651507067	0.458457835127	0.379770503007
m	0.00575088938302	0.00776108569819	0.0203817496313	0.0573405003017	0.103999683569	0.438076945042	0.366689501002
è	0.00364030979434	0.00649955856606	0.0200250398771	0.0659480667672	0.118927327856	0.457929648347	0.327030500334
r	0.00375133993145	0.00565115285535	0.012500169959	0.0412283889224	0.0666863426187	0.423120882782	0.447062166778
i	0.00552853664382	0.00551441761845	0.0103303233197	0.0265128296408	0.0390472808729	0.366768294261	0.546298722259
</S>	0.00657641832191	0.00552300880923	0.0105254616599	0.0212007648204	0.0323356904365	0.35792864713	0.565910361129
