 	non	aveva	dove	aveva	per	stare	</S>
e	0.762707	0.16219545	0.0204826	0.007695755	0.00849638	0.017269475	0.021153725
n	0.503876666667	0.246800816667	0.0330136666667	0.0243522183333	0.0147891933333	0.076293025	0.100874841667
ì	0.285199555556	0.409069605556	0.0400958888889	0.0333872061111	0.0146912411111	0.0936046083333	0.123952013889
c	0.202186185185	0.514694535185	0.139483896296	0.0252436687037	0.0103645637037	0.0454654361111	0.0625616046297
h	0.130244295062	0.375918845062	0.300839298765	0.0563891895679	0.0503410612346	0.032983512037	0.0532836015432
e	0.0760204316873	0.204540148354	0.487613766255	0.0749844631893	0.0655355537449	0.0304103040123	0.0608951338477
p	0.0371888438958	0.100087816118	0.489464922085	0.0832445543964	0.117012051248	0.0385180346708	0.134483777949
u	0.0223606812986	0.0487617053727	0.416646640695	0.104767184799	0.166991350416	0.0449125115569	0.195559925983
ì	0.0173094270995	0.0310675017909	0.433611880232	0.138305394933	0.157565116805	0.037290370519	0.184850308661
c	0.0112021023665	0.0217826672636	0.305241960077	0.169288798311	0.210592705602	0.11707035684	0.16482143622
h	0.0129484274555	0.0293941557545	0.174923820026	0.19378293277	0.258252901867	0.152027185613	0.17867047874
e	0.0147534991518	0.0312316852515	0.105776473342	0.216776644257	0.303668633956	0.103261461871	0.224531492913
n	0.00926113971727	0.0179177484172	0.0599439244473	0.177881881419	0.381935544652	0.13627548729	0.216784164304
a	0.00594145657242	0.0107504661391	0.0328627281491	0.115187593806	0.331938514884	0.285037829097	0.218281054768
s	0.00391078219081	0.00592618204637	0.015514869383	0.0641262979353	0.196789838295	0.516193943032	0.197537684923
t	0.00197951039694	0.00278967801546	0.00771238979433	0.0326603993118	0.122795712765	0.693896981011	0.138165228308
a	0.00152540979898	0.00194200333849	0.00439176993144	0.0187909664373	0.0694993709217	0.76091199367	0.142938409436
t	0.00127919393299	0.00161483411283	0.00318702331048	0.0138991888124	0.0622799236406	0.74530299789	0.172436469812
ì	0.000971485310997	0.00133372103761	0.00335153443683	0.0126319962708	0.0576222078802	0.71646833263	0.207620489937
</S>	0.0010182776555	0.0014493105188	0.00377312721841	0.0123815981354	0.0404208039401	0.709177166315	0.231779744969
