 	guardando	le	nuvole	sapevi	che	sta	per	piovere	</S>
k	0.76953	0.06630665	0.028558325	0.003474445	0.009026345	0.016481605	0.027697835	0.039976965	0.038948075
a	0.590627	0.147629883333	0.0543208416667	0.00545492166667	0.0126998816667	0.0219450016667	0.0344039783333	0.0788464883333	0.054072225
n	0.370874766667	0.207576627778	0.136361480556	0.00778718388889	0.0169706938889	0.0187086005556	0.0279660594444	0.101170496111	0.112584008333
o	0.205066022222	0.236764209259	0.241181160185	0.0087006012963	0.0179926312963	0.0173277335185	0.0256624864815	0.105045498704	0.142259769444
n	0.136088007407	0.231419403086	0.272019386728	0.0161683404321	0.0245481437654	0.0171688445062	0.0246744954938	0.113967499568	0.163946023148
ì	0.111752669136	0.247756134362	0.308880128909	0.0197689468107	0.0281556479218	0.0155178148354	0.0214199651646	0.0893544331893	0.157393974383
s	0.105000289712	0.252247044787	0.347762709636	0.0492332822702	0.0419619826406	0.0169684049451	0.0183077550549	0.0559561443964	0.112561958128
o	0.0755613632373	0.206970014929	0.389909569879	0.0771566940901	0.0496002942135	0.0195109016484	0.0195471183516	0.0519594481321	0.109784052709
n	0.0592632877458	0.168883004976	0.348733523293	0.147789164697	0.0536728980712	0.0181912338828	0.0207872727839	0.0538633827107	0.128816084236
t	0.0567271625819	0.117016334992	0.223717841098	0.214917388232	0.0808605660237	0.0219519112943	0.0270007242613	0.0836303609036	0.174177694745
a	0.0640990875273	0.0942264449973	0.166435613699	0.260471129411	0.0935415553412	0.0265899370981	0.0295123414204	0.102902986968	0.162220898248
t	0.0575507625091	0.0734983816658	0.116585904566	0.28501437647	0.13464955178	0.033664012366	0.0263053804735	0.0884572289893	0.184274299416
e	0.0532260541697	0.0631414938886	0.0913936681887	0.298407792157	0.160640850593	0.035510904122	0.0224655268245	0.0773410096631	0.197872099805
s	0.0472555180566	0.0549048312962	0.0770381893962	0.276939264052	0.212908950198	0.0409907347073	0.0216211422748	0.0818147698877	0.186526033268
m	0.0335953393522	0.0406687770987	0.0629358297987	0.235977754684	0.277596983399	0.0484807449024	0.0269499807583	0.0907372232959	0.183057011089
à	0.0245412797841	0.0347155256996	0.0622836432662	0.254566251561	0.3328563278	0.0615167483008	0.0292595935861	0.0656662077653	0.134594170363
n	0.019456659928	0.0305712085665	0.0561813144221	0.250671083854	0.310310109267	0.0723297494336	0.0298111645287	0.0365835692551	0.194084890121
t	0.0178533533093	0.0258391361888	0.044746471474	0.182378861285	0.272480703089	0.108044483145	0.0393988548429	0.041539123085	0.267718963374
e	0.0174786511031	0.0204576787296	0.0277562904913	0.084047187095	0.316333234363	0.213460494382	0.0514141516143	0.046434207695	0.222617987791
ì	0.0142345170344	0.0165500595765	0.0225958968304	0.068820262365	0.372529078121	0.263545498127	0.0518922838714	0.0333076692317	0.156524662597
t	0.0105381590115	0.0128795798588	0.0192887989435	0.0988965541217	0.390535359374	0.213689832709	0.0533908612905	0.0289808564106	0.171800220866
s	0.00928623300383	0.0121948199529	0.0187273996478	0.0898829513739	0.318573119791	0.171261610903	0.0800783870968	0.0323626188035	0.267633073622
e	0.00909198766794	0.0129872733176	0.0206104332159	0.0514970171246	0.245698706597	0.206312870301	0.118639462366	0.0321458729345	0.303016691207
r	0.00776189255598	0.0105167877725	0.016192081072	0.0438512390415	0.237877235532	0.235447956767	0.133667154122	0.0537707243115	0.260914897069
e	0.00843384418533	0.0102224259242	0.0146213636907	0.0407665463472	0.220153745177	0.250054985589	0.138803384707	0.0655699414372	0.251373632356
k	0.00873477472844	0.0106948586414	0.0161093545636	0.0576766821157	0.173919915059	0.239976995196	0.190580794902	0.0635619471457	0.238744544119
a	0.00933335157615	0.0108595695471	0.0152838181879	0.0604936940386	0.133544171686	0.209749331732	0.220639598301	0.0730785823819	0.267017514706
n	0.00900358719205	0.0100486565157	0.0128822660626	0.0516468646795	0.112195923895	0.207488777244	0.237332199434	0.0809024274606	0.278499171569
a	0.00876019906402	0.00958311883857	0.0117178820209	0.0480782882265	0.0989373412983	0.177660259081	0.254294399811	0.109748409154	0.281220390523
v	0.00859569302134	0.00935355627952	0.0114746073403	0.0497725294088	0.107636813766	0.17057308636	0.24020513327	0.123906803051	0.278482463508
r	0.00595998100711	0.00672867209317	0.00890416244677	0.0479514864696	0.110677604589	0.162915695453	0.259769377757	0.16183793435	0.235255487836
è	0.0039901003357	0.00447723736439	0.00580931081559	0.0195487521565	0.0534366015297	0.105498365151	0.203862525919	0.347095978117	0.256281162612
t	0.0028686601119	0.00327393578813	0.0043173036052	0.0123980640522	0.0577772671766	0.109811588384	0.14437290864	0.425806992706	0.239373054204
s	0.00400974670397	0.00434906526271	0.0053124978684	0.0117094080174	0.0675554890589	0.126541629461	0.16471030288	0.418469330902	0.197342351401
i	0.00386265556799	0.00407982508757	0.00478779595613	0.0074228360058	0.036837086353	0.0725085431537	0.121902534293	0.577923443634	0.170675450467
</S>	0.00287461278399	0.00299250754379	0.00344988297807	0.0047872880029	0.0203663281765	0.0425471215769	0.0742589171465	0.687539221817	0.161184225234
