 	un	forno	che	fa	buon	pane	</S>
è	0.742254	0.09824155	0.0360652	0.03702137	0.02649764	0.033316505	0.0266041
n	0.563700333333	0.217298183333	0.0710264666667	0.04176659	0.0318341466667	0.035722735	0.0386517666667
a	0.359360111111	0.415191727778	0.0846576888889	0.0305299966667	0.0288618488889	0.029592045	0.0518066888889
f	0.172380337037	0.514888575926	0.15309442963	0.0369592322222	0.0256517162963	0.0288275483333	0.068198462963
ù	0.098716845679	0.531801191975	0.227664809877	0.0423345440741	0.0177528720988	0.0195994827778	0.0621305876543
r	0.076994781893	0.574234397325	0.231003269959	0.0539604480247	0.0144427573663	0.0126753909259	0.0366890625514
n	0.0503008939643	0.525437799108	0.26422842332	0.0784289493416	0.0327033857888	0.017779493642	0.0311207541838
o	0.0356986313214	0.375722599703	0.416082141107	0.0849981831139	0.0377771285963	0.0202909278807	0.0294297847279
k	0.0322589771071	0.259772199901	0.464978713702	0.106252594371	0.0315350428654	0.0206862392936	0.0845156282426
a	0.0311479257024	0.181848099967	0.408619571234	0.206297531457	0.0336134476218	0.0246968797645	0.113776142748
i	0.0224593752341	0.100754466656	0.367002523745	0.382386510486	0.0354686158739	0.0197394932548	0.0721891475827
k	0.0154514717447	0.0720500888853	0.253215507915	0.441452170162	0.096157171958	0.0459177310849	0.0757558825276
à	0.0115166372482	0.0623625962951	0.176875169305	0.416482723387	0.171798723986	0.065885343695	0.0950786275092
n	0.0113243457494	0.0491833654317	0.150073389768	0.384780574462	0.198198574662	0.0695486812317	0.13689120917
n	0.0123595485831	0.0411774884772	0.118792829923	0.378213524821	0.206822191554	0.0742172604106	0.168417403057
i	0.0111406795277	0.0249621294924	0.0662690433077	0.339465841607	0.257483063851	0.0822356534702	0.218443801019
t	0.00769865984257	0.0142062464975	0.0355380144359	0.229597613869	0.297765354617	0.16779888449	0.24739560034
s	0.00523223661419	0.0092949688325	0.0228065381453	0.17492387129	0.283958451539	0.29543229483	0.208352200113
o	0.00402496553806	0.0076018162775	0.0150240127151	0.115916523763	0.244912483846	0.37361443161	0.238906066704
m	0.00355211517935	0.00939894875917	0.0210084042384	0.0938327412543	0.222894161282	0.442027477203	0.207286222235
ì	0.00349869505978	0.0120179495864	0.0309467680795	0.0948621470848	0.186007187094	0.509732825734	0.162934607412
k	0.00303222168659	0.00961255986213	0.0276943560265	0.0747560156949	0.140038862365	0.567606275245	0.177259869137
a	0.00612352722886	0.00847819662071	0.0196646186755	0.054396338565	0.128898620788	0.523290425082	0.259148623046
l	0.00699861907629	0.00779722887357	0.0162825395585	0.054969212855	0.134599873596	0.502213808361	0.277138874349
ò	0.0049904796921	0.00659567962452	0.0167038131862	0.067101204285	0.147703624532	0.51269793612	0.24420729145
</S>	0.00596403484605	0.00791569981226	0.0177261565931	0.0693015521425	0.144020312266	0.46159446806	0.293478145725
