 	era	molto	stanco	</S>
ì	0.8528885	0.02361504	0.083069535	0.040427145
o	0.753015166667	0.04187858	0.131362178333	0.0737444816667
n	0.586918055556	0.139929826667	0.143254392778	0.129897827222
e	0.339325685185	0.280878275556	0.151527464259	0.228268275741
p	0.150506535062	0.499331091852	0.11560132142	0.23456075858
o	0.0626779516873	0.662933363951	0.06998950714	0.204398919527
d	0.0321545272291	0.716398787984	0.0666371357133	0.184809406509
d	0.015920295743	0.699513262661	0.0628938452378	0.221672568836
h	0.0142513419143	0.557140420887	0.0802050150793	0.348403189612
ì	0.0172724806381	0.390862140296	0.166268005026	0.425597396537
s	0.0157997068794	0.225473146765	0.330015335009	0.428712132179
t	0.0105621989598	0.129010382255	0.496859778336	0.363567710726
r	0.0064479829866	0.0756526607517	0.629332592779	0.288566570242
à	0.00355962099553	0.0389296869172	0.751118197593	0.206392523414
k	0.00307771366518	0.0380275623057	0.782345732531	0.176549174471
k	0.00639285122173	0.0479970874352	0.710478244177	0.235131724824
o	0.0101782504072	0.0447550958117	0.639813081392	0.305253241608
</S>	0.0111389752036	0.0414955479058	0.615506540696	0.331858620804
