 	qui	nella	casa	ha	la	luce	accesa	significa	che	ancora	stanno	svegli	non	sono	addormentati	</S>
e	0.676266	0.1667088	0.0390127	0.01629605	0.00798932	0.00633125	0.006714475	0.00906111	0.00698609	0.006820355	0.00616512	0.00626305	0.004868425	0.007271615	0.01705001	0.016195155
t	0.437298333333	0.332694266667	0.0726426	0.01516645	0.0105709733333	0.00979003666667	0.0103904583333	0.0101327733333	0.00745954333333	0.00695426166667	0.00624497333333	0.00617480333333	0.00515720166667	0.00812944833333	0.02253367	0.0386597516667
t	0.250389111111	0.492974088889	0.0803787666667	0.0161450833333	0.0166503577778	0.0109937755556	0.0132811861111	0.0085965811111	0.00639711777778	0.00570733055556	0.00541336444444	0.00509293444444	0.00561811388889	0.00983535944444	0.02742419	0.0451025172222
ù	0.19939037037	0.59319302963	0.0552198888889	0.0187134277778	0.0189656192593	0.00830348851853	0.0114619987037	0.00739449703703	0.00549248592593	0.00490405351852	0.00485149148148	0.00442810148148	0.00581454796296	0.0105425631481	0.0265003633333	0.0248242090741
s	0.143251423457	0.63058934321	0.0677245296296	0.0228857425926	0.0228244730864	0.0114068295062	0.0156442029012	0.00816124901234	0.00622425197531	0.00508478450617	0.00524085716049	0.00384417382716	0.00675102598765	0.00910413104937	0.0210549211111	0.0202081396914
t	0.102301307819	0.54995878107	0.0985220098765	0.0372271141975	0.0371120243621	0.0193010431687	0.0266960343004	0.0137927496708	0.0104951506584	0.00816125150206	0.00857228238683	0.00569692794239	0.0116756419959	0.0135193103498	0.0312510737037	0.0257173465638
o	0.0840222026063	0.440957927023	0.158384669959	0.0476312380658	0.0455345747874	0.0239159810562	0.0326928781001	0.0174987832236	0.0128056835528	0.00977741716735	0.0103471274623	0.0069657459808	0.0154786806653	0.0184246701166	0.0424550579012	0.0331074488546
s	0.0695705342021	0.301589309008	0.231406889986	0.0666918460219	0.0525748915958	0.0390231603521	0.0423178927	0.0198604610745	0.0158459945176	0.0114346057225	0.0115028758208	0.00806805866027	0.0155301935551	0.0176352900389	0.0424832193004	0.0544649829515
p	0.0511015780674	0.186901769669	0.246057963329	0.128396948674	0.0691868638653	0.0525943534507	0.0468638975667	0.0195369536915	0.0185609981725	0.0129204352408	0.0119283919403	0.0100369862201	0.0132064545184	0.0134336133463	0.0371338397668	0.0821389943172
ì	0.0424899926891	0.266600923223	0.251944654443	0.132114049558	0.0620664546218	0.0422197511502	0.0362660658556	0.0134634378972	0.0143442493908	0.0102577017469	0.0091510939801	0.0087106054067	0.0094269681728	0.00922959444877	0.0253413099223	0.0663728414391
t	0.0401421642297	0.291248641074	0.258458218148	0.116364749853	0.0838516515406	0.0490440503834	0.0418157219519	0.0102142326324	0.0116437331303	0.0102461239156	0.0091030613267	0.0151691118022	0.00841814939093	0.00712314148292	0.0160499999741	0.0311067571464
i	0.0342189880766	0.191922547025	0.290061406049	0.147889583284	0.101719550514	0.0581537834611	0.0491226073173	0.0113812442108	0.0126351777101	0.0114405279719	0.0103515737756	0.0181328172674	0.0101117831303	0.00855428382764	0.0185134333247	0.0257901190488
è	0.0340061293589	0.183742182342	0.351838468683	0.163270527761	0.072992316838	0.0438786278204	0.0393661691058	0.0111962280703	0.0122872592367	0.0098709426573	0.0090435079252	0.0108880590891	0.00953718437677	0.00874427794255	0.0171511844416	0.0221864730163
c	0.0319528097863	0.211971394114	0.315752489561	0.163248509254	0.0894189056127	0.0392427426068	0.0328934897019	0.0100076693568	0.0130604197456	0.0120831942191	0.0094113993084	0.0191019596964	0.00740078145892	0.00555338264752	0.0120478414805	0.0268529910054
h	0.0278241699288	0.165731898038	0.239802163187	0.154643169751	0.123366301871	0.0654577475356	0.063862863234	0.0109815031189	0.0178088732485	0.020659798073	0.0150729331028	0.0339011198988	0.00899062381964	0.00432337421584	0.0116212204935	0.0359526636685
i	0.0231540566429	0.076482799346	0.182466387729	0.22448672325	0.16289176729	0.0854002825119	0.0826480544113	0.0116927677063	0.0189286577495	0.0220071660243	0.0166839777009	0.0333591066329	0.0103629479399	0.00510408140528	0.0139574734978	0.0303740212228
o	0.022220318881	0.0456355664487	0.121049962576	0.29332490775	0.221322255763	0.0843432608373	0.0636265848038	0.0131658892354	0.0184363192498	0.0173361220081	0.013246692567	0.027140102211	0.00946052264663	0.00535691046843	0.0168786244993	0.0274562070743
l	0.0175757829603	0.0292676888162	0.0849694875253	0.23365296925	0.211321085254	0.0946808869458	0.0720177949346	0.0162224630785	0.0299941064166	0.0373603740027	0.0222630308557	0.0562663340703	0.0118712742155	0.00502123682281	0.0177397748331	0.0597765023581
ù	0.0127875043201	0.0287453296054	0.101412829175	0.250931323083	0.181330695085	0.0822088623153	0.0666152649782	0.0158419210262	0.0321249354722	0.0432126913342	0.0248150769519	0.0643143780234	0.0125182147385	0.00468337894094	0.0142322849444	0.064226000786
s	0.0123480347734	0.0351087098685	0.139738609725	0.294677441028	0.183487565028	0.0761118541051	0.0599270216594	0.0144179403421	0.0284697451574	0.0313061304447	0.019925858984	0.0413990926745	0.0122387615795	0.00467805631365	0.0109592216481	0.0352062335953
t	0.0112602782578	0.0280680699562	0.122432536575	0.237560813676	0.170273855009	0.101888618035	0.0876510738865	0.0188008134474	0.0423540817191	0.0401280768149	0.027353586328	0.0395187975582	0.0173487538598	0.00633848210455	0.0145008405494	0.0345215778651
r	0.0102287794193	0.0211103233187	0.0841766788583	0.237110271225	0.194154618336	0.108599906012	0.0944707912955	0.0196383378158	0.0456866272397	0.0417673922716	0.0291829954427	0.0376598658527	0.0195714179533	0.00708140403485	0.0160865135165	0.0334740926217
o	0.00987001313977	0.0199057744396	0.0671824596194	0.268102090408	0.252979872779	0.100898302004	0.0757377970985	0.0153515459386	0.0339764090799	0.0325955974239	0.0226149651476	0.0379240219509	0.0164722726511	0.00557439467828	0.0143646378388	0.0264495642072
a	0.0106252377133	0.0178884581465	0.0451545532065	0.222979030136	0.27480662426	0.120352067335	0.0817563656995	0.0163696819795	0.03506383636	0.0379084324746	0.0250591550492	0.053799407317	0.0156616908837	0.00457572489276	0.0139395459463	0.0240597547357
n	0.00889032590443	0.0130544127155	0.0390541177355	0.143343310045	0.211938908087	0.128882355778	0.100238455233	0.0198890939932	0.05038511212	0.0657658441582	0.0397178183497	0.0832353357723	0.0191643302946	0.00431555829759	0.0143724486488	0.0577520849119
a	0.0123094886348	0.0166024309052	0.0438515725785	0.118482403348	0.185321336029	0.123212118593	0.0975049850777	0.0214712313311	0.0518154373733	0.0695986480527	0.0413720061166	0.0936508119241	0.0209541767649	0.00534914943253	0.0196540495496	0.078849928304
