 	non	mi	aspetti	non	vengo	</S>
m	0.5080231	0.0510616	0.02101915	0.02231162	0.03452734	0.36305681
ì	0.313948766667	0.222311766667	0.0343866166667	0.0252284733333	0.0396617466667	0.364462336667
m	0.235677222222	0.289207755556	0.0923762722222	0.0345875244444	0.0498019488889	0.298349178889
e	0.107603607407	0.351237418519	0.159088090741	0.0436536081481	0.057018582963	0.281398826296
m	0.060959602469	0.355965839506	0.13675346358	0.110341869383	0.087351294321	0.248628375432
ì	0.045094600823	0.239646646502	0.205209254527	0.157924956461	0.103080798107	0.249044658477
n	0.0691644336077	0.231165548834	0.262980418176	0.150300985487	0.0942449660357	0.192144419492
i	0.0702105445359	0.141634182945	0.166224172725	0.202487661829	0.124713988679	0.294729473164
e	0.0388436481786	0.075419094315	0.105842857575	0.249306887276	0.14671832956	0.383869157721
n	0.0214859793929	0.0415271314383	0.072272352525	0.281151629092	0.250707443187	0.332855385907
è	0.0146555564643	0.0300729438128	0.0444105175083	0.260658209697	0.297235147729	0.352967461969
r	0.0125916221548	0.0240976212709	0.0297812058361	0.285995069899	0.243386049243	0.404148487323
k	0.00734757071827	0.0135414170903	0.0205063352787	0.359992689966	0.222104349748	0.376507495774
o	0.0197371835728	0.0230168090301	0.0279215450929	0.314339896655	0.223070116583	0.391914165258
m	0.0254955678576	0.0293974363434	0.031322815031	0.320079965552	0.240922372194	0.352781721753
e	0.0199571626192	0.0241047121145	0.0247338383437	0.325298655184	0.239503124065	0.366402240584
</S>	0.0222240813096	0.0253743560573	0.0250294691718	0.272079327592	0.236163062032	0.419129120292
