 	Marika	cerca	una	macchina	che	consuma	fa	poco	consumo	in	benzina	</S>
e	0.7710455	0.03779695	0.0357417	0.02150592	0.01139706	0.01127543	0.011116805	0.01685326	0.012452325	0.02284424	0.01399247	0.033978515
M	0.532298833333	0.114486916667	0.0660528	0.0355496733333	0.0255926866667	0.02526141	0.023594835	0.02197742	0.0154612083333	0.0301950133333	0.0177803233333	0.091748705
à	0.445205277778	0.181692638889	0.0771882333333	0.0411465244444	0.0313398288889	0.0293293366667	0.0253015116667	0.0187592066667	0.0135374694444	0.0237044377778	0.0161199077778	0.096675335
r	0.382458692593	0.268846546296	0.110783377778	0.0517807414815	0.0354155762963	0.0283731788889	0.0191369038889	0.0161700022222	0.0135043898148	0.0177938459259	0.0138801359259	0.0418566783333
i	0.204074830864	0.408554515432	0.120812225926	0.0604905471605	0.0467780920988	0.039168092963	0.0238263012963	0.0163502007407	0.0146739299383	0.0165092819753	0.0137743119753	0.0349875927778
k	0.122365110288	0.393482505144	0.153715841975	0.0827950157202	0.0641209306996	0.0490107976543	0.0322577337654	0.0138549702469	0.0129103733128	0.0160338273251	0.0130641306584	0.0463886642593
a	0.078643370096	0.375600501715	0.176981147325	0.0900825719067	0.0693361102332	0.0524627992181	0.0390408445885	0.0133925934156	0.0116206211043	0.0160748091084	0.0136319702195	0.0631326214198
j	0.058551980032	0.322831167238	0.208909582442	0.112070090636	0.0781913034111	0.0509252330727	0.0394976815295	0.0159342311385	0.0139621070348	0.0157208030361	0.0169982900732	0.0664073738066
u	0.050748483344	0.277220389079	0.226292194147	0.117749530212	0.0785480344704	0.0480623776909	0.0399024605098	0.0216335770462	0.0150926023449	0.0193789343454	0.0215154300244	0.0838561246022
r	0.051689594448	0.287158129693	0.251356064716	0.0887500100707	0.0584681448235	0.0421133925636	0.0382545868366	0.0261574590154	0.014566334115	0.0190628114485	0.0198495033415	0.102574241534
è	0.040659664816	0.291209709898	0.324838021572	0.0882561700236	0.0525987149412	0.0368699641879	0.0334360956122	0.0229335863385	0.0123608513717	0.0113845771495	0.0114339811138	0.0740186805113
i	0.0373299549387	0.268285569966	0.373127007191	0.102002556675	0.0584576049804	0.0393671547293	0.0348827318707	0.0193084621128	0.0100265737906	0.00842379238317	0.0073847037046	0.0414039601704
m	0.0216288949796	0.157821756655	0.34647733573	0.163480185558	0.10491510166	0.0702742182431	0.0550346772902	0.0153721540376	0.0133484745969	0.00981265746106	0.00769435790153	0.0341404867235
