 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.62212	0.1815422	0.01590318	0.03005491	0.03066556	0.05437608	0.065337855
n	0.350749333333	0.3814054	0.0333932933333	0.0361876366667	0.0360323866667	0.06792946	0.094302385
a	0.190313111111	0.511400133333	0.0486699977778	0.0296904455556	0.0300888955556	0.0706149533333	0.119222561667
a	0.125593637037	0.431915377778	0.100817632593	0.0338045485185	0.0309091985185	0.0861390511111	0.190820520556
f	0.0742802123457	0.259602125926	0.245840877531	0.0558185828395	0.0564748995062	0.081338217037	0.226645173519
o	0.0446595041152	0.155979708642	0.337259959177	0.0652422276132	0.0685144331687	0.0723704723457	0.255973724506
r	0.0335286680384	0.107838069547	0.268333986392	0.0990184092044	0.11062094439	0.0844513907819	0.296208574835
à	0.0200806893461	0.060776989849	0.203357662131	0.188078136401	0.179932981463	0.0817388969273	0.266034858278
s	0.014269059782	0.040863563283	0.17480422071	0.286447045467	0.215685327154	0.0525047989758	0.215425619426
o	0.0110341599273	0.0305958544277	0.114957506903	0.340796015156	0.278707442385	0.0500305663253	0.173877873142
t	0.0090250933091	0.0261423514759	0.0834766689677	0.328253005052	0.312988814128	0.0649854221084	0.175128291047
o	0.00804380110303	0.0224005838253	0.0685879563226	0.289355668351	0.288835938043	0.106133807369	0.216642097016
t	0.00694884370101	0.0186594612751	0.0482568854409	0.242969556117	0.283275979348	0.16782293579	0.232066365672
s	0.00796531790034	0.020949520425	0.066635195147	0.218576518706	0.309432326449	0.170407978597	0.206032788557
o	0.00818343930011	0.0212361168083	0.0639958983823	0.163314506235	0.23680704215	0.294415659532	0.212046929519
m	0.00528126310004	0.0136126156028	0.0352808661274	0.127103835412	0.20299561405	0.399215886511	0.216509643173
ì	0.00374685770001	0.00997737520093	0.0274294553758	0.110047278471	0.192489438017	0.41595496217	0.240354214391
p	0.0025202459	0.00630665506698	0.0194287851253	0.063437626157	0.111974546006	0.49700398739	0.299328071464
à	0.00241717196667	0.00563820502233	0.0145654950418	0.0473731420523	0.084329082002	0.52636132913	0.319315690488
s	0.00269436065556	0.00571399500744	0.0126506983473	0.0412882473508	0.0605441606673	0.521072443043	0.356036230163
s	0.00425109355185	0.00845699833581	0.0159540994491	0.0492714157836	0.0559774535558	0.411460814348	0.454628410054
i	0.00662678785062	0.0111133061119	0.0227277331497	0.0526228385945	0.0584369511853	0.316140938116	0.532331803351
n	0.00534614928354	0.00736468870397	0.0180661210499	0.0398229795315	0.0615075170618	0.387063312705	0.480829601117
i	0.00536635309451	0.00519858956799	0.01088895035	0.0268813598438	0.0544935723539	0.437907437568	0.459263867039
m	0.0054217810315	0.004721919856	0.0128696501167	0.0357128532813	0.0669848574513	0.445226145856	0.429062622346
è	0.0031376170105	0.00333635328533	0.0122289467056	0.0452252510938	0.0812624524838	0.466462381952	0.388346874115
r	0.00338690233683	0.00331630442844	0.00824398890187	0.0299323170313	0.0533505841613	0.441240793984	0.460528958038
a	0.00573172744561	0.00498370480948	0.0105288063006	0.0213984390104	0.0358333280538	0.400725931328	0.520797986013
</S>	0.00763082872281	0.00655858240474	0.0144527531503	0.0221814695052	0.0325659640269	0.380790965664	0.535819493007
