 	hai	già	mangiato	</S>
ì	0.8204805	0.03771965	0.0881448	0.053655
s	0.628482833333	0.178221383333	0.1223576	0.0709382333333
e	0.366113611111	0.417789794444	0.114105866667	0.101990877778
g	0.165998403704	0.579693264815	0.094454488889	0.159853959259
i	0.0715460012347	0.622231421605	0.104303362963	0.201919319753
à	0.0376573337449	0.509217807202	0.233627787654	0.219497106584
f	0.0215932145816	0.389122935734	0.390750262551	0.198533702195
a	0.0106826481939	0.248543211911	0.557698087517	0.183076234065
m	0.0062391227313	0.119744637304	0.680218029172	0.193798411355
è	0.00537692424377	0.0813247124347	0.715821009724	0.197477470452
n	0.00519667808126	0.0426980708116	0.679987669908	0.272117490151
a	0.00757887936042	0.0292352569372	0.576219556636	0.386966163384
</S>	0.00973353968021	0.0256994784686	0.535388778318	0.429178081692
