 	si	è	rotta	la	coppa	</S>
e	0.78913	0.10777695	0.01306465	0.00387085	0.062233735	0.023923755
g	0.506795	0.16079765	0.05427485	0.0113226633333	0.183149911667	0.083660185
l	0.242786333333	0.229694883333	0.112238616667	0.0195066211111	0.267480303889	0.128293395
à	0.161894777778	0.297965627778	0.233532872222	0.0311771403704	0.187525667963	0.0879039983333
s	0.107804725926	0.246973209259	0.428441624074	0.0716040801235	0.094766789321	0.0504097661111
t	0.0540874753087	0.163027069753	0.507760208025	0.147150026708	0.072558963107	0.0554163887037
i	0.0344074251029	0.110144923251	0.433126736008	0.295955675569	0.0562971877023	0.0700683295679
e	0.027970241701	0.065239674417	0.294653578669	0.407228891856	0.0961835625674	0.108724076523
c	0.0187050639003	0.0340644314723	0.154435126223	0.305689597285	0.361047520856	0.126058092174
ò	0.00838845463343	0.0152324804908	0.068415808741	0.148680365762	0.653725173619	0.105557830725
p	0.00439883054448	0.00805488483027	0.0308644129137	0.0694978319207	0.802508057873	0.0846760102417
p	0.00272408251483	0.00408476627676	0.0135128776379	0.0295764873069	0.856628019291	0.0934736700806
a	0.00291222417161	0.00322323875892	0.0084890658793	0.0180889291023	0.847468339764	0.11981822336
</S>	0.0028826420858	0.00272207937946	0.00668254793965	0.0149295645511	0.850506669882	0.12227661168
