 	quella	famiglia	non	ha	da	mangiare	</S>
c	0.5760785	0.26237875	0.0283495	0.01563005	0.01995655	0.03234425	0.06526235
ì	0.5182775	0.317965916667	0.0309552666667	0.01598675	0.0217877166667	0.03473535	0.0602914166667
s	0.456925166667	0.301792972222	0.120433955556	0.02749345	0.0235657722222	0.03613285	0.0336559388889
i	0.239645388889	0.427816324074	0.179400318519	0.0443476833333	0.0244285240741	0.0435127833333	0.0408493462963
f	0.126283196296	0.486368441358	0.188387439506	0.0564737277778	0.0215433746914	0.0402679277778	0.0806764154321
a	0.0704993320987	0.495263147119	0.217703146502	0.0609386425926	0.0184122915638	0.0399507092593	0.0972329384774
m	0.0473135773662	0.362386882373	0.196895382167	0.118125280864	0.0318470638546	0.0588621697531	0.184569446159
ì	0.0289993591221	0.195983127458	0.276794127389	0.212927760288	0.0367856212849	0.0530100565844	0.195499715386
g	0.023161386374	0.155948375819	0.320554042463	0.230841920096	0.0295866404283	0.0442766188615	0.195630805129
l	0.0294180621247	0.10788139194	0.289317014154	0.206902640032	0.0428834801428	0.0677684729538	0.255828935043
i	0.0302848207082	0.0836680973133	0.264418004718	0.254587880011	0.0767662933809	0.0973125909846	0.192962645014
a	0.0258072735694	0.0559421657711	0.180889034906	0.29676562667	0.13888476446	0.126502863662	0.175208548338
e	0.0245527245231	0.0386283885904	0.109627644969	0.257164875557	0.219813588153	0.148199287887	0.202013849446
n	0.0187450581744	0.0337973961968	0.0841249149897	0.185575225186	0.280734862718	0.181326095962	0.215696949815
è	0.0120241860581	0.0306800987323	0.0642876716632	0.127393408395	0.314485620906	0.247996365321	0.203132649938
c	0.00949905201937	0.0366815662441	0.0484063905544	0.0955697361317	0.263613873635	0.371032121774	0.175197216646
h	0.0141012573398	0.039623888748	0.0546333301848	0.0817941787106	0.199435957878	0.366948707258	0.243462738882
i	0.0175292524466	0.0248143362493	0.0421279767283	0.0717757595702	0.160342485959	0.292410902419	0.390999246294
n	0.0118895041489	0.0117848287498	0.0217380089094	0.0487514865234	0.144376661986	0.37152663414	0.389932748765
a	0.0101796547163	0.00750391624993	0.0135233563031	0.0324461288411	0.127828953995	0.43384821138	0.374669582922
f	0.00907923823877	0.00587531208331	0.010048792101	0.0232368096137	0.0961297179983	0.501756403793	0.353873527641
à	0.00521668607959	0.0045287073611	0.00727182403367	0.0178389032046	0.0823894393328	0.645411801264	0.237342509214
i	0.0067649486932	0.0055839124537	0.00630746467789	0.0177428010682	0.0548936131109	0.673858933755	0.234848503071
</S>	0.0087205243466	0.00592478122685	0.00687433233895	0.0203443005341	0.0505672065554	0.635057466877	0.272511751536
