 	io	voglio	che	Maria	venga	qui	</S>
e	0.686264	0.1129469	0.01939805	0.01707235	0.01579885	0.08537825	0.06314145
v	0.515943333333	0.148107566667	0.0278945833333	0.0241225166667	0.01797405	0.13444575	0.131511883333
ò	0.325958777778	0.347423522222	0.0372233944444	0.0246907722222	0.0140137533333	0.10898265	0.141706727778
t	0.205075925926	0.458952507407	0.0755008648148	0.0387395240741	0.0137225877778	0.0818936166667	0.126114675926
è	0.157557641975	0.479716169136	0.111496288272	0.052642641358	0.0163314625926	0.0697502388889	0.112505258642
l	0.135463413992	0.462760723045	0.123407429424	0.0959945471193	0.0347216875309	0.0549823462963	0.0926694528807
o	0.0883255713307	0.344597907682	0.247279476475	0.12036474904	0.0447708625103	0.0505656487654	0.104095484294
n	0.0564751237769	0.255620969227	0.308933492158	0.15444114968	0.10024145417	0.0362531162551	0.0880347614313
a	0.0412345079256	0.162090889742	0.302995497386	0.203092383227	0.144515818057	0.031829172085	0.11424185381
r	0.0276383759752	0.090923829914	0.323195165795	0.217580794409	0.163938606019	0.0327547573617	0.14396795127
t	0.0192635319917	0.0538362433047	0.291207721932	0.22065193147	0.20842653534	0.0382622524539	0.16835131709
i	0.0174046773306	0.0379926477682	0.248996240644	0.216492643823	0.262624178447	0.0370114841513	0.179478105697
e	0.0118180424435	0.0256271825894	0.206864746881	0.253763881274	0.314412726149	0.0353780280504	0.152135368566
M	0.00917547748117	0.0246739608631	0.159924815627	0.264911960425	0.397352575383	0.0399865426835	0.103974722855
a	0.0104260391604	0.0274909202877	0.128193838542	0.239239986808	0.449445525128	0.0613706808945	0.0838328409517
r	0.0109920663868	0.0257698734292	0.127187612847	0.197158328936	0.339583508376	0.159785826965	0.139522280317
ì	0.0080830187956	0.0200306911431	0.099090170949	0.142954409645	0.206177502792	0.276375608988	0.247288426772
a	0.00486726959853	0.011698240381	0.056680556983	0.0867455698817	0.121770067597	0.425324536329	0.292913808924
e	0.00240116319951	0.00509065679367	0.0259841889943	0.0428434232939	0.0669492558657	0.63476451211	0.221966602975
t	0.00130928973317	0.00262006226456	0.0177612996648	0.030401041098	0.0497312186219	0.728228170703	0.169948867658
t	0.00101770857772	0.00203890075485	0.0158915532216	0.0293259136993	0.046584272874	0.705683390234	0.199458622553
ù	0.00087373885924	0.00155407325162	0.0096759744072	0.0190829078998	0.027603610958	0.715032130078	0.226177874184
</S>	0.00071287842962	0.00118239112581	0.0070801422036	0.0129182089499	0.017726985479	0.743904565039	0.216474937092
