 	se	aveva	vestito	la	figlia	l	avessi	portato	alla	chiesa	</S>
a	0.843457	0.06375655	0.0158934	0.011167375	0.00540431	0.005483965	0.00648054	0.007381075	0.013306005	0.013952025	0.01371759
n	0.603105333333	0.171620183333	0.0437534333333	0.0191176916667	0.00811172666667	0.008825625	0.00924435	0.0103636916667	0.0207582016667	0.0269435083333	0.07815603
ì	0.366479444444	0.364729727778	0.0631322444444	0.0223007638889	0.0112854755556	0.00851422833333	0.00804299333333	0.00896770055557	0.0213515338889	0.0297557361111	0.09543991
c	0.224295381481	0.420079575926	0.177582248148	0.0396531212963	0.0212802585185	0.00821316277778	0.00585084444444	0.00617988351852	0.0151243146296	0.0379459787037	0.0437951033333
h	0.168494693827	0.289833191975	0.304139082716	0.0661717737654	0.0349064528395	0.0145684542593	0.0101863881481	0.0101073078395	0.0152527082099	0.0584386595679	0.0279013677778
e	0.187867564609	0.186661063992	0.320025360905	0.0710376579218	0.0378563842798	0.0243474514198	0.019856562716	0.0198282692798	0.0240762694033	0.0737819865226	0.0346616559259
n	0.134348388203	0.121606587997	0.378529120302	0.100311319307	0.0373680280933	0.0282087504733	0.020981887572	0.0207573564266	0.0267115898011	0.0812045955075	0.0499724519753
d	0.0767124960677	0.0693936626657	0.405510040101	0.153639773102	0.0463074760311	0.0310324501578	0.0174042958573	0.0171182188089	0.028419263267	0.0998383651692	0.0546235173251
ì	0.0887973320226	0.0818331208886	0.401457013367	0.154477924367	0.0558207253437	0.0344391500526	0.0164744986191	0.014162319603	0.0233439377557	0.0838427883897	0.0453507391084
s	0.0845668773409	0.0815384402962	0.404055004456	0.176081641456	0.0809490751146	0.0494822833509	0.0150717995397	0.010886643201	0.0136688892519	0.0560603294632	0.0276389797028
o	0.0483607591136	0.0621309134321	0.396842001485	0.214717880485	0.103972025038	0.055306461117	0.0158929665132	0.010855371067	0.0119142897506	0.0511563098211	0.0288512599009
n	0.0342564197045	0.0519383044774	0.346436333828	0.263083626828	0.110561008346	0.0587459537057	0.0150005555044	0.009861183689	0.0117291632502	0.0476525699404	0.0507349533003
t	0.0257616732348	0.0327230348258	0.250037111276	0.320954208943	0.126867669449	0.0772100179019	0.0139936185015	0.00898848789633	0.0121559877501	0.0708495233135	0.0604586511001
a	0.0257990910783	0.0298358782753	0.201195037092	0.318277069648	0.160302889816	0.0873948393006	0.0165733728338	0.00975077596544	0.0127182959167	0.0851631411045	0.0529893170334
i	0.0275529636928	0.0306194927584	0.166115345697	0.292522689883	0.190687629939	0.109043646434	0.0218719576113	0.0106342719885	0.0124459653056	0.0803299803682	0.0581752723445
k	0.0223051712309	0.0242505642528	0.135640448566	0.266672563294	0.182352543313	0.150504215478	0.0288379525371	0.0109603573295	0.0128188551019	0.0682451267894	0.0974121574482
i	0.0201041404103	0.0217904880843	0.119254482855	0.237660187765	0.181773514438	0.186152071826	0.0310101175124	0.0101791057765	0.0124633183673	0.0613754422631	0.118237485816
a	0.0237541468034	0.0255860960281	0.103173594285	0.196424729255	0.200561838146	0.208418023942	0.0405015725041	0.0121967219255	0.0113879061224	0.066115547421	0.111880261939
t	0.0201515489345	0.021485998676	0.0751543314283	0.145925909752	0.175682279382	0.221512341314	0.068888324168	0.0226793406418	0.0116607020408	0.066742015807	0.17011775398
è	0.0155608496448	0.0187561662253	0.0564455104761	0.118041636584	0.179500093127	0.234308113771	0.0931804413893	0.0329343802139	0.0104714406803	0.057529905269	0.183271251327
r	0.0118134732149	0.0156844387418	0.047819603492	0.113185545528	0.184840697709	0.253524037924	0.136164480463	0.0499335600713	0.00820942689343	0.0447454350897	0.134078750442
a	0.0118480477383	0.0144215295806	0.0467947678307	0.098814715176	0.161693565903	0.247416345975	0.186468826821	0.0762616866904	0.00871161563114	0.0351495450299	0.112418983481
i	0.0145676825794	0.0167739765269	0.0505931226102	0.0822991050587	0.145288188634	0.225068781992	0.212509275607	0.0967607288968	0.00992257187705	0.0421356483433	0.104080727827
n	0.0120123408598	0.0133446921756	0.0482443408701	0.0949060350196	0.117888062878	0.196857927331	0.196872091869	0.103867909632	0.0144591572924	0.0627300827811	0.138817575942
ì	0.00840955695327	0.0097782007252	0.0431992469567	0.0942038116732	0.106417387626	0.168183642444	0.20449469729	0.143109303211	0.0178433190975	0.0594695275937	0.144891191981
c	0.00612962898442	0.00815893357507	0.0400359156522	0.0835967372244	0.0973639958753	0.154609214148	0.210649899097	0.170468434404	0.0314541730325	0.0808147758646	0.11671773066
h	0.0102167563281	0.0128912411917	0.0468522385507	0.0926404457415	0.0932947986251	0.137243404716	0.178375633032	0.164167811468	0.0505148576775	0.0848106252882	0.12899191022
a	0.0143469521094	0.0168928803972	0.0388370795169	0.0684530485805	0.069866932875	0.094936901572	0.155215877677	0.192556603823	0.0823437525592	0.0542717084294	0.212278303407
p	0.0100369573698	0.0117633767991	0.0222132931723	0.0396290828602	0.047818877625	0.070236300524	0.140529959226	0.211027534608	0.121313250853	0.0708650361431	0.254566434469
