 	l	ho	sentito	quando	veniva	</S>
t	0.8270015	0.0789623	0.014116365	0.01728474	0.040220825	0.02241439
o	0.622593833333	0.187920433333	0.047121455	0.0290097466667	0.074113475	0.03924123
n	0.348643711111	0.240778144444	0.142682818333	0.0675301488889	0.0822486916667	0.118116843333
ì	0.208507337037	0.271906381481	0.232167606111	0.083633082963	0.0645304638889	0.139255514444
k	0.145239779012	0.267444793827	0.27334353537	0.0808107276543	0.0652645212963	0.167896738148
u	0.065561693004	0.154323964609	0.384360178457	0.117077575885	0.101132173765	0.177544446049
s	0.0387663310013	0.0781264215363	0.390026392819	0.230435858628	0.135510391255	0.127134348683
a	0.0255673436671	0.0431896405121	0.227183597606	0.412483952876	0.174291797085	0.117283649561
m	0.0175805445557	0.0301461468374	0.128798132535	0.511824317625	0.173054932362	0.138596083187
ò	0.0136633781852	0.0243824822791	0.0934139441783	0.539213439208	0.151646310787	0.177680361062
t	0.0179175260617	0.026749594093	0.0827668147261	0.467615146403	0.189660770262	0.215290120354
t	0.0229377086872	0.030918398031	0.0797172715754	0.362777715468	0.202920923421	0.300727706785
e	0.0206990695624	0.024840932677	0.0555835905251	0.276022238489	0.25818064114	0.364673235595
è	0.0135653998541	0.0157046742257	0.0325744635084	0.158370146163	0.435331213713	0.344454078532
r	0.00743204995137	0.0091715447419	0.0219177878361	0.106377448721	0.567061404571	0.288040026177
k	0.00665965665046	0.00772847158063	0.0167563959454	0.138221482907	0.49029146819	0.340343008726
a	0.0132515188835	0.0131107238602	0.0217198986485	0.149441060969	0.385041156063	0.417436002909
t	0.0151110362945	0.0143460346201	0.0234520328828	0.11551158699	0.354592052021	0.476987667636
o	0.0148621754315	0.0141482048734	0.0215217776276	0.09039546233	0.328341684007	0.530731222545
</S>	0.0175703877158	0.0165922024367	0.0221952888138	0.072996131165	0.330133342003	0.540513111273
