 	hai	già	mangiato	</S>
è	0.8383335	0.0375223	0.0745163	0.04962775
c	0.603292833333	0.2363037	0.0971196333333	0.0632836166667
h	0.358335944444	0.4246039	0.131215077778	0.0858449722222
i	0.217998948148	0.548275633333	0.138289059259	0.0954362907407
g	0.104702982716	0.655643211111	0.093371919753	0.14628206358
i	0.052765927572	0.528141737037	0.169325506584	0.249767021193
à	0.026262512524	0.308458345679	0.400973502195	0.264305673731
f	0.0127621008413	0.173231215226	0.602633167398	0.211373891244
a	0.00650457028043	0.105011505075	0.683741055799	0.204743297081
m	0.00469969676014	0.066755635025	0.696026685266	0.232518099027
è	0.00440549892005	0.056420211675	0.700673895089	0.238500366342
n	0.00462581297335	0.033026437225	0.65573396503	0.306613788781
a	0.00688741432445	0.0258078124083	0.55372965501	0.413575262927
</S>	0.00912995716223	0.0237233062042	0.514949327505	0.452197631464
