 	non	deve	magniare	la	sera	</S>
e	0.779693	0.1514044	0.008749995	0.0060758	0.02220096	0.03187553
n	0.516712333333	0.2742918	0.0633398983333	0.0104982166667	0.0518789866667	0.0832784433333
è	0.279446111111	0.479072933333	0.0908794994444	0.0112509522222	0.0525827288889	0.0867676477778
n	0.190239703704	0.517205311111	0.168834033148	0.0190604307407	0.0330879762963	0.0715723825926
a	0.113253434568	0.340647437037	0.391657344383	0.0362235769136	0.0368266920988	0.0813912275309
f	0.055940944856	0.191847245679	0.443334114794	0.141456725638	0.0589080306996	0.10851284251
à	0.0291369816187	0.099158381893	0.353424704931	0.336809241879	0.0609719768999	0.120498480837
i	0.0214004938729	0.063198560631	0.258153234977	0.506970747293	0.0696785923	0.0805982936123
t	0.017347631291	0.039436786877	0.159413078326	0.494978582431	0.1257468641	0.163077697871
o	0.011832677097	0.023894228959	0.0945606261087	0.29100726081	0.363248288033	0.215457565957
v	0.00647528236567	0.0133536163197	0.0425140753696	0.148571153603	0.639630096011	0.149456188652
r	0.00304515412189	0.0063195554399	0.0209155284565	0.0883219178677	0.749626365337	0.131771729551
à	0.0023348947073	0.0051339918133	0.0118303461522	0.0493039392892	0.744606455112	0.186790576517
i	0.00458813823577	0.0059526472711	0.0107158820507	0.0499511464297	0.648330151704	0.280462525506
</S>	0.00673071911788	0.00626870363555	0.0104906910253	0.0535261732148	0.598819075852	0.324165262753
