 	l	anno	che	viene	devo	mangiare	molti	dolci	</S>
o	0.7242825	0.1803425	0.01322415	0.007731465	0.0051899	0.004920515	0.01140268	0.03928326	0.01362301
c	0.448201166667	0.336045833333	0.06241425	0.012555255	0.01060942	0.010271735	0.01348446	0.0642118866667	0.0422060033333
h	0.272132722222	0.447246611111	0.0909332833333	0.0179841183333	0.01862134	0.014070945	0.0164007866667	0.0687526288889	0.0538574677778
r	0.226749574074	0.47011887037	0.0979652944444	0.0285476727778	0.0305711466667	0.015392015	0.0227322622222	0.0662669762963	0.0416560892593
ò	0.152305091358	0.52806795679	0.137877431481	0.0354635575926	0.0358133488889	0.0144893783333	0.0178838507407	0.0470236620988	0.0310757430864
n	0.113199930453	0.516271985597	0.165292143827	0.0788903858642	0.0465971496296	0.0136076994444	0.0108886002469	0.0311632240329	0.0240888276955
o	0.0842480768177	0.342161661866	0.268000047942	0.146175461955	0.0658975832099	0.0183902331481	0.011030886749	0.0343940413443	0.0297020425652
k	0.0455543922726	0.195045887289	0.330696682647	0.219995820652	0.0833982277366	0.0283679110494	0.010493245583	0.0339663471148	0.0524814141884
a	0.0312870640909	0.12338456243	0.319751227549	0.278747940217	0.0960779759122	0.0370343370165	0.00997266519433	0.0358067490383	0.0679370380628
m	0.024780054697	0.0723249541433	0.279770742516	0.273505646739	0.128921558637	0.0661682456722	0.0152326550648	0.0487397830128	0.0905556460209
b	0.016803484899	0.0471661847144	0.265922914172	0.266142882246	0.156997186212	0.0982520818907	0.0150280050216	0.0432569943376	0.090429882007
è	0.012622491633	0.0471133949048	0.302394638057	0.287648294082	0.178678062071	0.0947942272969	0.00856130834053	0.0197340281125	0.0484538273357
n	0.0152755938777	0.0538825316349	0.285222212686	0.313572764694	0.181657354024	0.0771263424323	0.0101220561135	0.0208774393708	0.0422638424452
n	0.0196305646259	0.0535453772116	0.221744737562	0.337904254898	0.175048784675	0.0764166474774	0.0192893853712	0.0383563131236	0.0580637474817
i	0.016944621542	0.0367857590705	0.130029912521	0.317659084966	0.243081594892	0.136542015826	0.0191152151237	0.0405438043745	0.0592978491606
è	0.0125150571807	0.0220881196902	0.087127537507	0.281647028322	0.300383864964	0.214593671942	0.0128093917079	0.0254104881248	0.0434247497202
n	0.0094658357269	0.0185147398967	0.100016412502	0.251131009441	0.259868288321	0.211878557314	0.015119497236	0.0267024827083	0.10730288324
a	0.011847511909	0.0206386799656	0.0931000041673	0.190744003147	0.21200842944	0.251010185771	0.0231708657453	0.0382127942361	0.159267627747
f	0.011636787303	0.0175139633219	0.0691359347224	0.153355667716	0.181987809813	0.268144395257	0.0680245219151	0.0655411647454	0.164660209249
à	0.00825869243433	0.0154186911073	0.0588811782408	0.134542555905	0.193741603271	0.269138131752	0.0886593739717	0.0647769882485	0.16658306975
o	0.00935807747811	0.0166377303691	0.0431312594136	0.112185785302	0.20606820109	0.330860043917	0.106570991324	0.0504757627495	0.124712489917
p	0.00854059915937	0.0121728834564	0.0367694198045	0.098690228434	0.14727996703	0.266305681306	0.179636330441	0.112834420916	0.137770629972
o	0.00918223971979	0.0126721344855	0.0355461732682	0.080952309478	0.0972328556767	0.173863893769	0.235417110147	0.154384140305	0.200749209991
d	0.00870862657326	0.0120492481618	0.0297619244227	0.0616573364927	0.0667961518922	0.126676631256	0.268920036716	0.219613713435	0.205816069997
d	0.00595304219109	0.0077355327206	0.0200583081409	0.0442355788309	0.0483332839641	0.0929214104187	0.295848678905	0.269682237812	0.215231356666
h	0.00551913739703	0.00648526090687	0.013128826047	0.026385626277	0.0335664613214	0.0688383701396	0.308272559635	0.272772079271	0.265031452222
à	0.00356833246568	0.00418655363562	0.00934198201567	0.018594008759	0.0224543537738	0.0413582567132	0.249840186545	0.41286769309	0.237788817407
g	0.00263558415523	0.00311536121187	0.00816418733856	0.018867636253	0.0231857179246	0.0364267522377	0.189604062182	0.492890564363	0.225110272469
l	0.00560118471841	0.00582680040396	0.00939110577952	0.0183668454177	0.0261708393082	0.0389195507459	0.196367687394	0.399463854788	0.299892090823
i	0.00904452823947	0.00810923346799	0.00929179859317	0.0126938918059	0.0213218131027	0.0338789502486	0.162443362465	0.376755951596	0.366460696941
c	0.00648821707982	0.00530552248933	0.00603544619772	0.00871226726863	0.0141042177009	0.0247840500829	0.144271587488	0.491905317199	0.298393565647
è	0.00286166335994	0.00260956549644	0.00373304539924	0.00695072908954	0.0098770059003	0.0169989500276	0.137846395829	0.6448707724	0.174251855216
a	0.00275643778665	0.00227840516548	0.00298742513308	0.00500547636318	0.0077855853001	0.0129499500092	0.0898357986097	0.7341585908	0.142242285072
</S>	0.00332471889332	0.00245535758274	0.00276820756654	0.00393736818159	0.00670213765005	0.0117700750046	0.0737025993048	0.7484147954	0.146924642536
