 	che	consuma	poco	benzina	</S>
n	0.8305695	0.061640995	0.01914278	0.02138646	0.06725987
a	0.6884985	0.148339665	0.02645416	0.03178552	0.104921623333
k	0.430607933333	0.337907555	0.0666752533333	0.0286946066667	0.136114207778
o	0.202986411111	0.558698851667	0.0775753511111	0.0215673688889	0.139172069259
n	0.117351737037	0.537580617222	0.20934705037	0.0205066896296	0.11521435642
s	0.0707302790123	0.448559205741	0.332000683457	0.0206800298765	0.128030118807
u	0.0731074596708	0.410312735247	0.340843561152	0.0204010099588	0.155335372936
m	0.0538677265569	0.274258911749	0.434484187051	0.0874711366529	0.149917790979
è	0.033426115519	0.17864763725	0.528463729017	0.120584412218	0.138877596993
t	0.0320707385063	0.132081279083	0.521423909672	0.0869865040727	0.227437198998
s	0.0306776795021	0.0995556930277	0.410062969891	0.158814501358	0.300889066333
i	0.0263313265007	0.0733808976759	0.266778889964	0.272459167119	0.361050022111
a	0.0178711421669	0.0427648325586	0.151180229988	0.337356055706	0.45082800737
l	0.010560257389	0.0242198108529	0.137311443329	0.428101685235	0.399806669123
ì	0.00711571912967	0.0211362036176	0.127734647776	0.420648895078	0.423364223041
o	0.00914312970989	0.0215555678725	0.0875115492587	0.293384298359	0.588405074347
b	0.00684475256996	0.0158633226242	0.109872683086	0.29227676612	0.575142024782
e	0.00510845685665	0.0146142408747	0.113160794362	0.270904588707	0.596212008261
n	0.00455216761888	0.0126942436249	0.0992524981207	0.276532862902	0.60696866942
z	0.00293267787296	0.00834548454163	0.0944360327069	0.341025620967	0.553260556473
ì	0.00479268262432	0.0102938348472	0.0860575442356	0.283018540322	0.615837518824
n	0.00476340420811	0.0099749282824	0.0793699480785	0.283090513441	0.622801172941
a	0.00655502473604	0.00894422609413	0.0454769826928	0.27526350448	0.66376039098
</S>	0.00997926236802	0.0112511130471	0.0352548413464	0.22354225224	0.71997269549
