 	io	non	ho	niente	da	mangiare	</S>
e	0.751464	0.108931	0.0187562	0.013526	0.02573922	0.04268554	0.03889795
v	0.564261333333	0.153652666667	0.0229276333333	0.0226096	0.0366240066667	0.08236908	0.11755535
ò	0.390579444444	0.309357555556	0.0289994111111	0.0304687333333	0.0287142388889	0.07806526	0.13381515
e	0.299131814815	0.454994518519	0.043081437037	0.0327184111111	0.0293192496296	0.0620741533333	0.0786802833333
n	0.185767338272	0.383973506173	0.166350979012	0.0432056703704	0.0429948498765	0.0707568177778	0.106950961111
è	0.111948879424	0.294122168724	0.328841659671	0.0594513901235	0.0356689832922	0.0561837725926	0.113783487037
c	0.0865037264747	0.245378722908	0.333400886557	0.156997996708	0.0248921277641	0.0625298241975	0.0902970290123
h	0.0650502754916	0.168354574303	0.252175962186	0.290743332236	0.0479165092547	0.0871428413992	0.0886166430041
o	0.0504838584972	0.105838858101	0.245074654062	0.381475110745	0.0519366697516	0.0787738137997	0.0864169143347
t	0.0320509861657	0.0578647860337	0.204685684687	0.397537370248	0.0587709899172	0.0737876045999	0.175302738112
ì	0.0248004287219	0.0388093953446	0.147421028229	0.407056456749	0.0712299966391	0.0738794015333	0.236803579371
p	0.0192739962406	0.0315139317815	0.12555240941	0.371122485583	0.0921569988797	0.154885967178	0.205494526457
o	0.0148820187469	0.0231678105938	0.0835749698033	0.300053161861	0.142777999627	0.230725989059	0.204818508819
t	0.0141462929156	0.0188204701979	0.0613370232678	0.244367053954	0.204119333209	0.211782329686	0.24542750294
i	0.00988855097187	0.012879160066	0.0371678077559	0.134342551318	0.251101777736	0.297099109895	0.257520834313
n	0.00650859365729	0.00855935668867	0.0218178359186	0.0770589837727	0.291872925912	0.392416369965	0.201765944771
a	0.00445955455243	0.00614932889622	0.0143096253062	0.0494464745909	0.278503641971	0.479320456655	0.16781098159
f	0.00276316418414	0.00355424629874	0.00775002176873	0.0343783715303	0.215864880657	0.600728152218	0.13496126053
à	0.00155746439471	0.00206681543291	0.00522181058958	0.0295953105101	0.150200693552	0.701458050739	0.109899686843
o	0.00181422513157	0.0018447351443	0.00399226686319	0.0159509735034	0.0859633978507	0.74015768358	0.150276228948
</S>	0.00236985256578	0.00214510257215	0.0038491734316	0.0122845117517	0.0770233489253	0.71778984179	0.184537614474
