 	dei	genitori	</S>
à	0.8971475	0.0536643	0.04918845
t	0.787425166667	0.0819193	0.13065575
t	0.664867055556	0.1169071	0.218225583333
u	0.464021685185	0.251861033333	0.284116861111
s	0.212333728395	0.399699677778	0.387966287037
g	0.092000309465	0.378921892593	0.529077762346
e	0.073982103155	0.316797630864	0.609220587449
n	0.0688113677183	0.386853210288	0.54433552915
i	0.0665166892394	0.454376070096	0.479107176383
t	0.0791418297465	0.403435690032	0.517422392128
ò	0.0784869099155	0.380321563344	0.541191464043
r	0.0613631033052	0.376725521115	0.561911154681
u	0.0652244677684	0.365888507038	0.568886718227
</S>	0.0846387338842	0.373980253519	0.541380859113
