 	forse	non	li	ha	a	casa	</S>
f	0.721731	0.1326981	0.03092055	0.014546035	0.029252075	0.025292615	0.045560105
ò	0.585848333333	0.2241547	0.04989025	0.0223211783333	0.0346216916667	0.032126305	0.051037735
r	0.429668111111	0.2835989	0.149850683333	0.0469593927778	0.0259510305556	0.0272275016667	0.036744145
s	0.226262703704	0.301640966667	0.288149227778	0.0910384975926	0.0266025435185	0.0321804338889	0.0341253483333
i	0.123615201235	0.316791655556	0.374501075926	0.0971739658642	0.0236055811728	0.0312231446296	0.0330891827778
e	0.078711933745	0.280072551852	0.462207358642	0.0872137552881	0.0204168603909	0.0258254148765	0.0455518609259
t	0.0535997112483	0.181507283951	0.430970119547	0.151713551763	0.0484786534636	0.0329468049588	0.100783520309
u	0.0454413704161	0.125908861317	0.388131373182	0.203183183921	0.0635756844879	0.0379182683196	0.135840840103
s	0.0375493568054	0.084139720439	0.316410824394	0.258794727974	0.106023361496	0.0683238227732	0.128757946701
è	0.0253326189351	0.0507119401463	0.199377974798	0.412934909325	0.135244820499	0.0700947075911	0.1063027489
c	0.0192609729784	0.0564036467154	0.181409658266	0.408148969775	0.1443239735	0.0816613358637	0.1087910163
h	0.0204993576595	0.0687329155718	0.155444886089	0.304728989925	0.194574657833	0.103116078621	0.152903005433
i	0.0222383525532	0.0531254385239	0.103718728696	0.257813663308	0.302240885944	0.0827758928737	0.178087335144
è	0.0146893141844	0.027762279508	0.0575082095653	0.191538554436	0.387828628648	0.148450530958	0.172222445048
s	0.00877083472813	0.0161298265027	0.0440621365218	0.151927184812	0.338400209549	0.287203176986	0.153506148349
s	0.00578360490938	0.0095896555009	0.0308075121739	0.113221861604	0.291832403183	0.391601392329	0.157163382783
u	0.00414754496979	0.00579153183363	0.015679214058	0.0630641872013	0.213483734394	0.508312130776	0.189521794261
</S>	0.00304869748489	0.00399481591682	0.009615272029	0.0388567436007	0.138036767197	0.592965565388	0.21348239713
