 	quando	è	arrivato	Giovanni	Anna	stava	e	dormiva	</S>
m	0.5886405	0.171874	0.04464815	0.01512869	0.007634345	0.005690805	0.012300235	0.024249475	0.1298339
ò	0.347766166667	0.380622333333	0.0634648166667	0.0199380966667	0.00701184833333	0.004999395	0.012741135	0.0281053583333	0.135351066667
t	0.217234388889	0.532651777778	0.102555238889	0.0333777988889	0.00900250944444	0.00790831833333	0.011360235	0.0257116194444	0.0601983222223
t	0.148366996296	0.462552259259	0.19533607963	0.069122932963	0.0174109031481	0.0154814061111	0.0207302783333	0.0353041398148	0.0356953074074
i	0.0972415987653	0.425686419753	0.225525359877	0.088072244321	0.0220304343827	0.0215913687037	0.0277357261111	0.0450314466049	0.0470858691358
è	0.0765694329218	0.445222806584	0.245970119959	0.076866448107	0.0207573447942	0.0228429895679	0.021954442037	0.039367115535	0.0504498563786
t	0.0569365109739	0.369498602195	0.32608337332	0.0929425827023	0.0271411482647	0.023754629856	0.0157054140123	0.0353477051783	0.0525902521262
t	0.0492100703246	0.259680200732	0.34801512444	0.132803860901	0.0433802827549	0.0324666766187	0.0222247380041	0.0444416350594	0.0677773507087
a	0.0492266901082	0.202073733577	0.388884374813	0.1286439203	0.044001027585	0.0380255588729	0.0272124460014	0.0462327450198	0.0756995169029
s	0.0410948967027	0.137233677859	0.427575791604	0.148398606767	0.0510137425283	0.040780786291	0.0224961486671	0.0444926816733	0.0869137056343
e	0.0369569655676	0.0972616592863	0.441019263868	0.170250868922	0.0544849475094	0.040164662097	0.0206518162224	0.0448291272244	0.0943808352114
o	0.0361960551892	0.0831110530954	0.422204754623	0.218706622974	0.0567902158365	0.0412972540323	0.0191227720741	0.0407679090748	0.0818037784038
G	0.0277698850631	0.0546123176985	0.368590918208	0.267666874325	0.0689016052788	0.0438041180108	0.023066557358	0.0672711363583	0.0783173261346
i	0.0341426616877	0.0657805725662	0.398446972736	0.196501191442	0.0531589684263	0.0363820393369	0.0303726524527	0.0851807121194	0.100035042045
o	0.0448622538959	0.0756338575221	0.420758657579	0.177535297147	0.0453535894754	0.0398512464456	0.0288003841509	0.0647439040398	0.102461347348
v	0.0330405179653	0.0588978525074	0.360796552526	0.240449765716	0.0780014631585	0.0450530488152	0.026582794717	0.0712409680133	0.0859373157827
à	0.0244766059884	0.0635159508358	0.352897517509	0.266851588572	0.0920610210528	0.0422903496051	0.023585698239	0.0635417560044	0.0707796385942
n	0.0262322686628	0.0897910836119	0.342223505836	0.266448862857	0.0779051070176	0.0469031832017	0.0160679727463	0.0363125186681	0.0981152128647
