 	io	non	so	cosa	è	da	scrivere	</S>
e	0.720228	0.1137075	0.0199196	0.01206416	0.01718961	0.024511675	0.0550935	0.03728635
v	0.516343	0.133647833333	0.119313233333	0.01271006	0.02285307	0.0269890583333	0.0803883666667	0.0877556833333
ò	0.332953666667	0.285659277778	0.171737644444	0.0143074866667	0.0196117533333	0.0178088494444	0.0633452222222	0.0945760611111
e	0.275219222222	0.442091759259	0.114094048148	0.0174242288889	0.0221371811111	0.0244651798148	0.0517689740741	0.0527993203704
n	0.185994474074	0.384615919753	0.151945282716	0.0725978096296	0.0268688603704	0.0293568932716	0.0635017580247	0.0851192401235
e	0.119184558025	0.310378306584	0.230150760905	0.111847736543	0.0268966867901	0.0248974310905	0.0733083860082	0.103336513375
s	0.088927652675	0.251636768861	0.240047253635	0.146000045514	0.0409047622634	0.0272052103635	0.0790338620027	0.126244604458
s	0.0639797508917	0.16862958962	0.222710417878	0.213538015171	0.0584394540878	0.0288691701212	0.0779231873342	0.165910534819
è	0.0569458169639	0.13980319654	0.225978139293	0.303613005057	0.0624970846959	0.0267678567071	0.0586442624447	0.125750778273
r	0.0446669056546	0.119872765513	0.198729379764	0.374628335019	0.102047661565	0.0323891189024	0.0349673874816	0.092698626091
o	0.0404363685515	0.094881055171	0.180825126588	0.38275877834	0.150956220522	0.0406732396341	0.0281299291605	0.0813392753637
t	0.0362077228505	0.0681012517237	0.161398042196	0.348837259447	0.160158740174	0.058455879878	0.0298810763868	0.136960058455
i	0.0304438076168	0.0477730172412	0.117725414065	0.273854419816	0.235749246725	0.084124526626	0.0375279921289	0.172802019485
e	0.0307621692056	0.0398539724137	0.0818216380217	0.195044139939	0.368232415575	0.111040608875	0.044583164043	0.128662339828
n	0.0222894230685	0.0346898908046	0.0727375460072	0.151673046646	0.351306471858	0.168478202958	0.0544953880143	0.144330113276
a	0.0160303743562	0.0291750302682	0.0612413486691	0.108077482215	0.286547823953	0.240278067653	0.0610551626714	0.197595037759
g	0.0120128047854	0.0189076100894	0.0406278495564	0.066001827405	0.258755941318	0.303011689218	0.101995554224	0.19868734592
r	0.00796972159513	0.0127216733631	0.0308304398521	0.049044709135	0.209112313773	0.333299896406	0.149115184741	0.20790644864
à	0.00591210386504	0.0078116577877	0.0139371766174	0.0241426697117	0.157351371258	0.258246632135	0.302607728247	0.229990816213
s	0.00430186462168	0.0057048625959	0.0100417655391	0.0237812565706	0.132291057086	0.190653877378	0.432474909416	0.200750605404
s	0.00561942154056	0.00687287419863	0.0105557218464	0.0256232188569	0.137958352362	0.195697292459	0.421262969805	0.196410535135
o	0.00537864718019	0.00597625473288	0.00742681061547	0.0150337162856	0.090058617454	0.140313864153	0.547989656602	0.187822511712
</S>	0.0037457935901	0.00393081236644	0.00516411030774	0.0088058731428	0.052555558727	0.0884820820765	0.668803328301	0.168512255856
