 	i	bambini	piccoli	non	si	vestono	da	soli	</S>
t	0.7666525	0.13384795	0.015592285	0.002714155	0.00583578	0.00699993	0.01208391	0.03484089	0.021433085
a	0.5552955	0.269392316667	0.0260750283333	0.00509686833333	0.00991802666667	0.0109896766667	0.0177905366667	0.0669216633333	0.0385207616667
p	0.324685833333	0.337024438889	0.0584705761111	0.0101432161111	0.0203494088889	0.0138277255556	0.0192461788889	0.120248387778	0.0960044538889
e	0.216958611111	0.364285812963	0.0767091253704	0.0126844387037	0.0244180696296	0.0148301751852	0.0214686596296	0.140600795926	0.12804408463
d	0.165609837037	0.358824270988	0.112608975123	0.0152066129012	0.0256065232099	0.0168672917284	0.0205646532099	0.144591931975	0.140119294877
ì	0.126625245679	0.433620090329	0.134854425041	0.0154998009671	0.0240782944033	0.0147010339095	0.01467979107	0.115268477325	0.120672698292
a	0.134378415226	0.454701363443	0.166816908347	0.0187951303224	0.0269553181344	0.0151587146365	0.0199793703567	0.072475125775	0.090739832764
m	0.105635038409	0.249113687814	0.210328969449	0.0894999101075	0.0544101727115	0.0434365048788	0.0244424901189	0.0794946752583	0.143638610921
i	0.0879932461363	0.149080795938	0.251695656483	0.125455070036	0.0669308909038	0.0536447682929	0.0255124967063	0.0834145917528	0.15627220364
n	0.0753325820454	0.113185765313	0.285305885494	0.131878456679	0.0717361969679	0.0580134560976	0.0263262989021	0.0892592972509	0.148961734547
c	0.0535200606818	0.080516021771	0.256656961831	0.18551948556	0.104681965656	0.0840932520325	0.022266399634	0.0809760990836	0.131769844849
i	0.0540414202273	0.072665807257	0.201032653944	0.23855682852	0.135362655219	0.0894776506775	0.0235539665447	0.0791402663612	0.106168881616
à	0.0445308067424	0.0567444690857	0.138826551315	0.307353609507	0.163321885073	0.106574450226	0.0204232555149	0.0648795887871	0.0973451272053
e	0.0352325022475	0.0444056563619	0.0986425504383	0.325484536502	0.218795961691	0.149155816742	0.0168823851716	0.0369293295957	0.0744709424018
n	0.0294938007492	0.0339007187873	0.0791819834794	0.286258512167	0.241581653897	0.183768605581	0.0184553617239	0.0347033765319	0.0926563808006
i	0.0296275002497	0.0327000062624	0.0752492944931	0.232552504056	0.246317217966	0.201920868527	0.0218202205746	0.040243058844	0.1195697936
n	0.0274472167499	0.0294334954208	0.061816364831	0.184967834685	0.251952072655	0.232240289509	0.0405832735249	0.0480752196147	0.1234839312
d	0.0205536555833	0.0216429584736	0.0473599216103	0.147671611562	0.221738690885	0.22078976317	0.0580100578416	0.0585438732049	0.203688977067
ì	0.0175034685278	0.0192400861579	0.0314839405368	0.128517537187	0.243376563628	0.227351921057	0.0759430526139	0.0448276844016	0.211755359022
n	0.0106318361759	0.0136275620526	0.0410852468456	0.131534179062	0.247836854543	0.255188307019	0.0740548842046	0.0426590881339	0.183381819674
n	0.012513175392	0.0147495540175	0.0456649489485	0.123629393021	0.205196951514	0.246713769006	0.0601142614015	0.062979729378	0.228437939891
u	0.0160061917973	0.0160110180058	0.0282116829828	0.0882506976737	0.174979983838	0.233084256335	0.109415520467	0.084464443126	0.24957564663
t	0.0143124305991	0.0134483393353	0.0185325276609	0.0703764325579	0.158091661279	0.225252085445	0.133524040156	0.0905164143753	0.275945548877
t	0.011181593533	0.0109230764451	0.0135983425536	0.0645823775193	0.151653887093	0.221599695148	0.145008213385	0.0914954047918	0.289957182959
e	0.010103714511	0.00983394214837	0.0117398141845	0.0395912591731	0.114028129031	0.169395098383	0.199679404462	0.129788801597	0.315839727653
m	0.008512174837	0.00953719404946	0.0227845713948	0.0462752530577	0.108554876344	0.160931566128	0.243838134821	0.136083000532	0.263483242551
a	0.008526128279	0.0102448580165	0.0273836904649	0.0481357843526	0.100070992115	0.146829755376	0.23352104494	0.170382733511	0.254905414184
n	0.008063906093	0.00880170933883	0.0183155634883	0.0421768947842	0.0778488640383	0.114543818459	0.223901681647	0.238834577837	0.267513471395
i	0.00773646536433	0.00786745977961	0.0144661544961	0.0389137315947	0.0633911546794	0.0948948394863	0.192958293882	0.312425525946	0.267346823798
c	0.00721987512144	0.00768303992654	0.0172313514987	0.0332788438649	0.0665560848931	0.0910741798288	0.183548831294	0.341577508649	0.251830274599
h	0.00716287837381	0.00767199997551	0.0179029838329	0.034416647955	0.0710093282977	0.0895548266096	0.193388943765	0.335946502883	0.242945424866
ò	0.0068045761246	0.00655864332517	0.0101153379443	0.0197329793183	0.0379302794326	0.0458541088699	0.113669781255	0.510865834294	0.248468141622
t	0.00363363537487	0.00323033444172	0.00453543931477	0.0098311631061	0.0194627298109	0.02564893629	0.0590912937517	0.679519278098	0.195047047207
t	0.00314376512496	0.00273533481391	0.00327630310492	0.0069016643687	0.0137895666036	0.01911924543	0.0482781979172	0.718229092699	0.184526682402
o	0.00344970504165	0.00299533493797	0.00299822436831	0.0051483281229	0.0095712122012	0.01320261181	0.0379257659724	0.741718697566	0.182989894134
</S>	0.00371893752082	0.00310908246899	0.00274808718416	0.00450746906145	0.0073053061006	0.010366450905	0.0303476329862	0.745123348783	0.192773447067
